  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
       373      3.568           3.593           4.357           3.877           3.662           0.525
       374      3.676           3.688           4.466           3.987           4.031           0.658
       375      3.629           3.622           4.330           3.872           3.991           0.701
       376      3.611           3.602           4.401           3.899           3.796           0.641
       377      3.657           3.643           4.366           3.904           3.705           0.669
       378      3.876           3.866           4.442           4.047           3.613           0.663
       379      3.606           3.580           4.331           3.854           3.166           0.637
       380      3.614           3.629           4.397           3.904           3.983           0.649
       381      3.563           3.569           4.381           3.865           3.638           0.691
       382      3.552           3.543           4.302           3.821           4.141           0.620
       383      3.590           3.565           4.327           3.844           4.578           0.608
       384      3.663           3.646           4.365           3.893           4.610           0.695
       385      3.816           3.819           4.498           4.039           4.486           0.717
       386      3.721           3.734           4.432           3.970           4.646           0.128
       387      3.739           3.718           4.364           3.928           5.234           0.283
       388      3.741           3.727           4.416           3.964           5.204           0.330
       389      3.723           3.691           4.361           3.907           4.660           0.106
       390      3.784           3.778           4.509           4.026           4.731           0.137
       391      3.467           3.497           4.247           3.747           4.610           0.116
       392      3.398           3.454           4.350           3.795           5.218           0.117
       393      3.632           3.673           4.459           3.957           5.552           0.173
       394      3.613           3.630           4.373           3.900           5.036           0.132
       395      3.807           3.828           4.486           4.039           4.776           0.222
       396      3.823           3.818           4.504           4.054           4.809           0.117
       397      3.729           3.734           4.403           3.964           4.476           0.142
       398      3.827           3.869           4.520           4.079           4.648           0.126
       399      3.903           3.918           4.569           4.140           4.873           0.140
       400      3.887           3.913           4.582           4.145           4.969           0.096
       401      3.721           3.728           4.418           3.985           4.752           0.109
       402      3.635           3.669           4.379           3.917           4.779           0.134
       403      3.484           3.502           4.330           3.819           4.752           0.213
       404      3.768           3.776           4.558           4.049           4.724           0.102
       405      3.750           3.753           4.545           4.041           4.485           0.127
       406      3.920           3.907           4.576           4.144           4.768           0.225
       407      3.797           3.792           4.539           4.061           4.638           0.135
       408      3.859           3.843           4.549           4.104           4.647           0.146
       409      3.989           4.010           4.695           4.251           4.679           0.167
       410      3.761           3.777           4.550           4.067           5.010           0.167
       411      4.083           4.072           4.777           4.332           5.145           0.149
       412      3.850           3.882           4.690           4.179           5.193           0.118
       413      3.858           3.863           4.675           4.168           4.946           0.163
       414      3.832           3.841           4.663           4.144           4.318           0.216
       415      3.801           3.816           4.667           4.132           4.707           0.326
       416      3.993           3.977           4.738           4.254           4.872           0.110
       417      4.170           4.159           4.873           4.403           5.029           0.144
       418      4.002           3.984           4.736           4.246           4.581           0.145
       419      4.161           4.151           4.800           4.370           4.655           0.171
       420      4.040           4.026           4.648           4.217           4.940           0.124
       421      3.793           3.780           4.600           4.082           5.178           0.122
       422      4.082           4.057           4.905           4.380           4.795           0.187
       423      4.142           4.157           4.971           4.459           4.769           0.148
       424      3.714           3.715           4.777           4.149           4.747           0.123
       425      3.812           3.829           4.739           4.174           4.905           0.132
       426      3.723           3.715           4.689           4.104           4.822           0.095
       427      3.343           3.319           4.431           3.795           4.662           0.102
       428      3.561           3.545           4.509           3.928           4.728           0.084
       429      3.666           3.671           4.701           4.092           5.070           0.212
       430      3.444           3.456           4.594           3.931           4.894           0.137
       431      3.280           3.275           4.415           3.766           4.969           0.126
       432      3.601           3.586           4.530           3.964           4.528           0.152
       433      3.601           3.600           4.538           3.975           4.745           0.121
       434      3.528           3.521           4.464           3.903           4.788           0.139
       435      3.360           3.354           4.375           3.774           4.259           0.268
       436      3.622           3.598           4.580           4.000           4.565           0.134
       437      3.521           3.503           4.386           3.847           4.235           0.118
       438      3.353           3.332           4.354           3.763           4.730           0.175
       439      3.399           3.385           4.369           3.791           4.432           0.095
       440      3.455           3.447           4.343           3.800           4.953           0.118
       441      3.360           3.355           4.386           3.790           4.220           0.244
