## Torsion are defined with the following atomIDs:
# dihed1: ai= 1637 aj= 1639 ak= 1638 al= 1633
# dihed2: ai= 1639 aj= 1638 ak= 1633 al= 1634
# Frame#   dihed1   dihed2
1188  -53.832  172.709
1189  -62.654 -160.217
1190  -59.614  169.966
1191  -65.531  173.772
1192  -71.026 -164.659
1193  -64.911 -158.332
1194  -74.395  169.653
1195  -65.696 -179.212
1196  -74.279 -177.352
1197  -61.107 -161.334
1198  -53.774  176.309
1199  -71.775 -169.445
1200  -74.293  176.411
1201  -63.181  162.819
1202  -48.794 -170.553
1203  -66.466 -176.936
1204  -67.278  177.703
1205  -73.288 -171.601
1206  -75.459  172.425
1207  -79.257 -176.658
1208  -69.905 -177.512
1209  -61.059 -174.674
1210  -69.968  173.254
1211  -80.643 -177.529
1212  -71.043  166.210
1213  -53.024  167.806
1214  -72.476 -168.382
1215  -56.238 -166.460
1216  -42.140 -176.107
1217  -75.622  173.982
1218  -69.380  160.442
1219  -55.774  178.996
1220  -60.442 -168.681
1221  -62.769 -161.654
1222  -69.763 -173.778
1223  -55.185  167.469
1224  -73.320  172.112
1225  -57.925  177.218
1226  -65.281 -162.956
1227  -53.424 -177.238
1228  -60.813  168.955
1229  -69.632 -172.939
1230  -76.816 -179.930
1231  -59.732  175.910
1232  -66.383  169.032
1233  -53.720  174.098
1234  -68.682 -174.168
1235  -76.091 -172.286
1236  -77.929  173.260
1237  -59.997 -179.359
1238  -59.954 -178.653
1239  -61.528 -149.208
1240  -63.443  162.895
1241  -85.758 -176.037
1242  -76.986 -178.995
1243  -79.310  177.623
1244  -74.081 -179.257
1245  -63.233 -158.834
1246  -54.192 -171.742
1247  -65.221  172.827
1248  -69.390 -178.282
1249  -68.523 -154.411
1250  -75.619 -159.628
1251  -67.749  170.249
1252  -84.524  172.065
1253  -84.429 -175.400
1254  -53.076  168.527
1255  -71.691 -172.989
1256  -76.621 -167.734
1257  -70.192  127.927
1258  -87.296   66.032
1259  -79.999   56.472
1260  -43.917   47.894
1261  -56.770   62.226
1262  -65.703   46.463
1263  -77.111   62.995
1264  -61.516   47.636
1265  -57.932   61.814
1266  -60.918   71.430
1267  -73.219   50.284
1268  -61.842   65.738
1269  -53.239   73.119
1270  -83.216   34.255
1271  -69.655   79.576
1272  -47.481   64.374
1273  -70.453   70.823
1274  -78.832   71.605
1275  -70.506   65.586
1276  -66.158   65.343
1277  -65.327   41.328
1278  -75.797   57.747
1279  -63.413   54.121
1280  -71.186   77.795
1281  -58.392   58.216
1282  -54.351   41.681
1283  -73.427  179.688
1284  -63.054  169.262
1285  -68.175 -165.946
1286  -55.122  178.077
1287  -64.967 -174.001
1288  -62.279  179.923
1289  -76.194 -171.227
1290  -77.053 -172.021
1291  -54.034 -172.632
1292  -72.436  179.334
1293  -57.245 -176.078
1294  -55.655  161.299
1295  -52.420 -176.969
1296  -67.516  176.733
1297  -65.216   63.888
1298  -69.754   60.348
1299  -82.396   49.551
1300  -62.316   20.792
1301  -68.102   58.846
1302  -83.677   80.648
1303  -66.625   41.466
1304  -76.484   45.872
1305  -56.764   56.230
1306  -70.434   77.325
1307  -66.117   63.324
1308  -78.521   44.962
1309  -74.662   68.425
1310  -71.762   51.267
1311  -61.700   65.365
1312  -61.213   53.932
1313  -65.065   66.011
1314  -56.098   47.609
1315  -65.980   64.997
1316  -63.139  -63.500
1317  -52.631  -54.734
1318  -58.801  -74.674
1319  -69.626  -36.276
1320  -72.346  -71.272
1321  -79.624  -52.384
1322  -71.287  -60.863
1323  -61.857  -65.554
1324  -77.596  -50.599
1325  -59.507  -61.849
1326  -80.396  -60.803
1327  -70.732  -44.738
1328  -54.403  -47.544
1329  -65.572  -42.403
1330  -72.215  -45.344
1331  -57.322  -54.875
1332  -68.737  -44.633
1333  -69.010  -44.888
1334  -72.738  -36.593
1335  -88.247  -49.402
1336  -63.154  -71.567
1337  -70.656  -45.968
1338  -74.964  -89.028
1339  -61.694  -59.360
1340  -71.939  -26.338
1341  -67.401  -48.089
1342  -72.894  -42.091
1343  -82.876  -77.041
1344  -67.276  -58.054
1345  -77.867  -62.910
1346  -68.722  -62.105
1347  -61.713  -55.055
1348  -63.034  -60.047
1349  -65.888  -54.975
1350  -54.394  -51.706
1351  -62.965  -62.592
1352  -70.145  -47.816
1353  -60.955   73.591
1354  -41.644   57.087
1355  -51.366   59.626
1356  -67.231   55.201
1357  -80.035   65.817
1358  -78.701   44.720
1359  -70.427   61.332
1360  -58.914   73.880
1361  -78.880   64.902
1362  -58.456   65.213
1363  -68.988   41.928
1364  -68.714   43.628
1365  -74.495   49.518
1366  -67.257   66.383
1367  -59.529   61.725
1368  -77.456   46.053
1369  -73.246  -83.238
1370  -58.534  -45.628
1371  -59.659  -72.636
1372  -60.362  -47.137
1373  -72.680  -64.254
1374  -68.081  -69.958
1375  -56.949  -62.934
1376  -70.601  -52.910
1377  -65.990  -56.187
1378  -59.355  -53.073
1379  -55.279  -63.868
1380  -63.784  -56.482
1381  -54.503  -56.459
1382  -64.135  -55.108
1383  -82.126  -55.890
1384  -55.592  -43.759
1385  -60.042  -63.627
1386  -66.233  -36.367
1387  -63.497  -46.246
1388  -71.425   73.112
1389  -69.152   69.270
1390  -61.780   64.326
1391  -76.849   44.517
1392  -60.445   66.050
1393  -76.874   70.632
1394  -67.672   68.506
1395  -74.937   80.462
1396  -82.364   70.854
1397  -52.030   55.983
1398  -63.217   40.445
1399  -81.796   37.788
1400  -73.335 -168.691
1401  -69.220 -176.661
1402  -62.358  174.118
1403  -59.008 -175.633
1404  -66.627 -172.306
1405  -82.082  173.483
1406  -73.856 -163.271
1407  -60.919 -173.973
1408  -55.730  173.269
1409  -58.798 -175.387
1410  -58.390  179.924
1411  -61.121 -171.715
1412  -65.007 -179.709
1413  -58.587 -162.437
1414  -60.234  179.310
1415  -63.180 -175.098
1416  -69.526  165.368
1417  -68.163 -171.269
1418  -72.488 -160.128
1419  -77.696  175.954
1420  -79.685  177.779
1421  -51.551 -164.750
1422  -68.306 -172.965
1423  -71.996 -171.678
1424  -68.313 -166.233
1425  -71.605 -176.762
1426  -65.895 -151.715
1427  -66.389  171.239
1428  -62.714 -179.471
1429  -55.464  173.842
1430  -67.988  174.916
1431  -59.228 -177.334
1432  -68.531 -170.835
1433  -66.607  179.254
1434  -75.275  176.225
1435  -79.335  175.506
1436  -50.266  153.601
1437  -65.118  177.047
1438  -66.516  179.509
1439  -67.825  170.786
1440  -77.862 -177.034
1441  -90.113  154.399
1442  -66.731 -168.200
1443  -58.909  170.405
1444  -57.159 -175.985
1445  -85.376 -174.245
1446  -59.087 -163.483
1447  -58.061 -175.375
1448  -66.410  150.357
1449  -68.267 -168.059
1450  -44.198  176.918
1451  -70.081  174.921
1452  -83.211  -57.645
1453  -60.334  -61.997
1454  -79.609  -54.162
1455  -64.911  -56.790
1456  -72.409  -61.531
1457  -61.561  -54.613
1458  -62.199  -75.764
1459  -75.391  -42.109
1460  -57.596  -67.791
1461  -61.295  -60.427
1462  -55.697  -73.347
1463  -60.117  -60.049
1464  -72.730 -172.965
1465  -69.194 -173.096
1466  -67.637 -172.943
1467  -70.886  178.303
1468  -68.867 -178.055
1469  -60.630  175.244
1470  -70.866 -171.706
1471  -57.743 -169.096
1472  -70.409  178.053
1473  -57.512 -176.603
1474  -78.270 -171.796
1475  -63.623 -160.174
1476  -53.352  171.909
1477  -62.341  176.290
1478  -68.916 -168.464
1479  -64.749 -162.531
1480  -63.408  176.624
1481  -79.624 -176.272
1482  -53.945 -179.090
1483  -61.848  178.153
1484  -53.297 -170.738
1485  -70.287  175.591
1486  -66.252  174.175
1487  -68.958  167.886
1488  -64.931 -162.501
1489  -66.578 -148.328
1490  -70.415 -173.765
1491  -70.262  173.033
1492  -78.803  166.840
1493  -68.449  175.490
1494  -67.102 -179.181
1495  -70.948 -174.286
1496  -57.104 -162.987
1497  -84.523   65.856
1498  -74.115   64.991
1499  -50.170   71.458
1500  -64.687   62.836
1501  -62.242   31.826
1502  -51.424  -32.171
1503  -57.140  -73.142
1504  -79.344  -92.096
1505  -65.458  -68.390
1506  -65.458  -58.071
1507  -82.983  -47.519
1508  -81.496  -49.013
1509  -62.405  -70.196
1510  -80.370  -50.661
1511  -83.769  -48.901
1512  -54.915  -43.085
1513  -63.796  -67.952
1514  -61.536  -51.149
1515  -68.466  -62.942
1516  -53.155  -24.917
1517  -69.050  -44.390
1518  -65.946  -23.686
1519  -69.279  -60.687
1520  -65.539  -53.304
1521  -55.685  -31.871
1522  -72.749  -61.544
1523  -76.046  -45.274
1524  -54.185  -49.228
1525  -65.491  -68.464
1526  -68.996  -67.558
1527  -65.058  -63.205
1528  -71.622  -56.228
1529  -68.523  -46.430
1530  -32.201  -62.989
1531  -66.249  -52.236
1532  -65.730  -49.109
1533  -61.513  -80.109
1534  -70.111  -57.224
1535  -66.295  -34.377
1536  -63.295  -68.745
1537  -60.942  -73.367
1538  -59.651  -58.535
1539  -72.722  -47.698
1540  -61.204  -54.566
1541  -73.646  -71.552
1542  -50.569  -47.885
1543  -80.710  -53.216
1544  -69.624  -47.376
1545  -83.905  -78.449
1546  -77.651  -51.097
1547  -59.017  -50.559
1548  -68.758  -58.755
1549  -49.728  -60.810
1550  -64.181  -70.390
1551  -79.410  -39.320
1552  -82.571  -57.298
1553  -48.183  -46.600
1554  -68.482  -55.741
1555  -54.985  -69.827
1556  -53.295  -49.402
1557  -63.892  -62.942
1558  -71.859  -41.183
1559  -68.256  -60.349
1560  -68.018  -47.121
1561  -66.929  -67.934
1562  -46.863   50.947
1563  -68.085   47.450
1564  -61.078   68.603
1565  -63.343   62.958
1566  -64.355   51.923
1567  -65.198   61.688
1568  -74.338   45.672
1569  -74.179   53.194
1570  -62.619   61.688
1571  -53.012   72.948
1572  -69.174   94.864
1573  -63.815   70.664
1574  -63.724   67.765
1575  -68.743   70.297
1576  -63.359   52.131
1577  -59.583   72.326
1578  -64.479   57.242
1579  -50.894   68.695
1580  -66.585   66.324
1581  -58.729   58.042
1582  -68.748   73.415
1583  -75.673   50.337
1584  -65.779   55.354
1585  -62.770   64.053
1586  -48.177   58.173
1587  -68.599   69.718
1588  -74.551 -173.368
1589  -70.174 -175.357
1590  -46.619 -167.424
1591  -66.154  178.697
1592  -76.131  166.249
1593  -70.600  172.163
1594  -52.409  173.375
1595  -57.836 -160.523
1596  -65.935  173.061
1597  -83.021 -176.073
1598  -75.893 -175.989
1599  -64.018 -165.579
1600  -56.733 -174.957
1601   71.344  170.695
1602   68.457  162.509
1603   68.910  170.220
1604   70.012  176.236
1605   67.913 -168.368
1606   60.656 -171.975
1607   46.637 -178.487
1608   63.792 -174.226
1609   77.020  170.965
1610   80.886  171.026
1611   88.350 -176.354
1612   64.614 -174.032
1613   57.589  135.190
1614   81.641 -174.975
1615   91.701  178.214
1616   60.242  161.956
1617   74.276  163.919
1618   68.846   56.132
1619   67.431   54.862
1620   67.244   52.412
1621   61.881   47.377
1622   58.668   60.985
1623   61.105   59.848
1624   77.778   71.188
1625   55.879   59.632
1626   66.244   59.308
1627   51.980   48.236
1628   68.611   52.066
1629   73.284   63.901
1630   68.012   64.936
1631   74.379   73.709
1632   70.628   63.825
1633   95.128   50.909
1634   72.083   56.147
1635   70.868   35.317
1636   73.189   66.828
1637   67.258   55.445
1638   63.202   50.844
1639   51.401   69.574
1640   64.050   63.292
1641   63.409   65.931
1642   68.908   72.725
1643   59.826   61.571
1644   73.312   62.934
1645   60.833   47.619
1646   68.126   51.311
1647   62.683   51.148
1648   49.402   45.474
1649   61.609   80.850
1650   62.577   57.379
1651   65.153   55.672
1652   77.360   48.083
1653   64.584   47.676
1654   63.830   69.287
1655   54.320   61.198
1656   67.143   76.523
1657   73.161   48.914
1658   48.105   67.881
1659   53.664   48.373
1660   49.132   51.535
1661   77.631   57.593
1662   56.990   79.284
1663   73.651   61.001
1664   66.786   68.148
1665   27.894   63.725
1666   57.683   28.301
1667   70.388   61.988
1668   64.394   54.931
1669   67.480   70.268
1670   71.464   67.441
1671   72.211   63.671
1672   66.937   76.824
1673   86.858   62.153
1674   60.546   49.041
1675   69.753   58.020
1676   65.014   43.781
1677  177.089   54.802
1678  175.556   58.352
1679 -168.721   54.554
1680 -175.269   59.743
1681  177.243   58.358
1682   82.292   73.268
1683   71.798   44.071
1684   62.902   38.188
1685   71.451   59.225
1686   75.260   56.209
1687   41.675   38.641
1688   64.806   88.227
1689   77.220   66.648
1690   58.034   61.082
1691   78.206   73.153
1692   60.573   50.494
1693   71.400   54.758
1694   64.687   66.397
1695   55.296   36.398
1696   47.700   59.292
1697   71.789   51.826
1698   70.656    4.867
1699   67.908   56.300
1700   63.461   69.051
1701   63.148   56.772
1702   75.394   51.495
1703   73.283   60.602
1704   63.658   65.802
1705   63.208   78.965
1706   71.909   62.477
1707   70.475   73.131
1708   50.531   47.385
1709   71.574   54.113
1710   56.727   55.640
1711   75.845   63.513
1712   73.384   71.956
1713   61.652   86.218
1714   68.852   58.059
1715   69.530   63.060
1716   49.277   61.246
1717   69.447   62.739
1718   62.636   52.736
1719   53.856   61.635
1720   79.135   64.178
1721   62.571   75.481
1722   73.529   68.848
1723   67.294   61.818
1724   72.248   47.855
1725   50.904   71.906
1726   69.219   66.521
1727   59.558   67.599
1728   61.925   51.117
1729   65.189   58.164
1730   61.634   50.561
1731   59.536   60.380
1732   63.082   53.482
1733   71.247   51.494
1734   65.835   36.347
1735   69.092   90.682
1736   64.001   66.582
1737   81.035   60.262
1738   51.631   43.894
1739   66.366   59.532
1740   59.876   52.807
1741   66.536   54.815
1742   76.354   38.432
1743   67.047   59.490
1744   74.928   50.210
1745   59.973   72.584
1746   55.197   59.035
1747   68.075   62.495
1748   73.881   65.947
1749   84.210   47.666
1750   58.935   48.126
1751   65.100   66.703
1752   56.858   54.608
1753   67.436   67.328
1754   65.313   88.641
1755   65.881   65.898
1756   55.985   51.574
1757   75.772   53.529
1758   64.170   55.203
1759   68.717   58.164
1760   52.759   48.060
1761   69.301   48.286
1762   73.469   65.242
1763   67.145   73.889
1764   71.037   67.026
1765   68.569   65.517
1766   69.291   49.549
1767   70.518   52.451
1768   60.058   57.121
1769   58.151   59.615
1770   50.072   54.792
1771   57.410   52.492
1772   71.186   62.117
1773   74.163   67.199
1774   87.881   55.134
1775   68.567   52.080
1776   64.606   59.837
1777   56.193   62.143
1778   71.818   57.687
1779   71.559   64.543
1780   69.828   50.663
1781   72.750   57.823
1782   73.432   58.281
1783   73.208   68.197
1784   62.548   64.345
1785   62.845   49.504
1786   63.033   49.818
1787   75.367   78.940
1788   72.419   63.072
1789   52.910   60.542
1790   61.787   45.804
1791   64.450   76.295
1792   70.175   67.693
1793   66.346   51.672
1794   66.023   67.771
1795   72.981   42.646
1796   63.624   58.478
1797   66.745   81.198
1798   77.647   54.417
1799   72.472   63.297
1800   82.885   55.783
1801   63.867   73.235
1802   41.724   61.429
1803   79.892   56.689
1804   68.758   53.488
1805   64.489   74.333
1806   66.685   45.039
1807   70.434   56.104
1808   79.622   50.136
1809   59.789   76.185
1810   68.336   40.241
1811   62.584   56.432
1812   68.227   70.390
1813   60.741   59.682
1814   68.712   28.098
1815   79.583   45.334
1816   60.626   46.877
1817   79.445   63.924
1818   67.283   56.043
1819   67.289   67.949
1820   34.847   51.958
1821   72.790   58.182
1822   64.221   51.445
1823   74.538   64.071
1824   53.981   68.164
1825   69.489   71.520
1826   47.832   48.223
1827   74.258   56.028
1828   69.378   62.037
1829   72.030   67.736
1830   41.816   62.184
1831   62.470   64.651
1832   70.277   67.123
1833   70.895   56.614
1834   70.562   60.755
1835   65.472   57.129
1836   48.007   55.593
1837   51.303   81.028
1838   65.339   47.482
1839   64.334   56.386
1840   59.114   53.114
1841   65.082   60.090
1842   67.906   52.710
1843   76.434   56.821
1844   47.912   43.331
1845   78.922   61.921
1846   69.588   68.800
1847   69.704   72.210
1848   69.569   58.440
1849   51.819   46.312
1850   69.009   57.381
1851   56.321   68.274
1852   73.657   56.289
1853   66.847   57.694
1854   68.746   44.192
1855   74.282   70.950
1856   77.748   64.977
1857   74.467   57.893
1858   69.089   66.792
1859   86.877   62.305
1860   65.096   98.317
1861   71.995   60.941
1862   69.495   64.200
1863   66.542   61.913
1864   63.545   38.929
1865   69.629   60.350
1866   62.470   49.081
1867   65.173   45.856
1868   80.172   56.775
1869   69.424   67.212
1870   67.155   60.158
1871   60.826   75.521
1872   61.322   66.708
1873   72.109   43.723
1874   51.075   42.622
1875   63.247   59.118
1876   75.982   49.983
1877   70.063   60.562
1878   67.347   47.624
1879   84.529   61.604
1880   63.312   54.435
1881   51.032   61.328
1882   57.944   69.374
1883   69.603   60.186
1884   50.048   62.484
1885   72.418   73.095
1886   62.683   65.070
1887   69.319   64.408
1888   77.536   50.273
1889   61.443   48.671
1890   57.994   62.129
1891   66.991   37.437
1892   52.369    2.411
1893   59.166   63.032
1894   61.335   55.392
1895   68.541   62.959
1896   78.113   64.858
1897   68.300   67.113
1898   55.826   63.478
1899   54.420   54.434
1900   55.912   52.889
1901   56.656   55.803
1902   64.093   50.306
1903   67.483   58.804
1904   76.897  168.430
1905   76.904 -167.610
1906   52.372  170.712
1907   67.717  171.197
1908   68.902  164.522
1909   64.233 -178.818
1910   69.914  158.853
1911   56.005  173.282
1912   50.383  172.269
1913   63.018  162.159
1914   46.072  154.865
1915   82.445  179.336
1916   65.583  171.357
1917   61.618  163.731
1918   70.550  176.530
1919   78.901 -176.823
1920   60.109  177.601
1921   62.844 -169.358
1922   63.520  175.139
1923   63.665  166.340
1924   71.691 -172.934
1925   65.803 -179.372
1926   63.266 -174.617
1927   60.088  168.781
1928   71.748 -172.363
1929   70.025 -177.976
1930   67.478 -175.847
1931   57.209  177.707
1932   47.553  172.438
1933   61.195  177.366
1934   59.463 -176.343
1935   64.551  173.333
1936   70.023 -150.291
1937   71.206 -175.804
1938   72.245 -153.138
1939   63.392 -170.285
1940   58.945 -176.685
1941   63.018 -153.648
1942   73.305 -173.096
1943   65.964  177.371
1944   73.880  175.049
1945   76.142  170.553
1946   67.644  175.700
1947   70.193 -167.349
1948   53.175 -179.697
1949   70.517  171.860
1950   65.759  172.044
1951   79.388  165.858
1952   55.614 -169.024
1953   65.283 -178.356
1954   61.147 -174.297
1955   64.910  172.747
1956   67.740 -162.790
1957   42.148 -179.733
1958   74.551 -174.150
1959   83.420 -177.260
1960   71.499 -172.120
1961   61.323 -162.932
1962   66.963  179.626
1963   75.721 -158.726
1964   82.833  167.986
1965   55.702  178.295
1966   61.691  175.063
1967   67.712  172.442
1968   63.729 -178.097
1969   71.898 -177.977
1970   79.471 -175.553
1971   64.967 -167.007
1972   73.231  167.059
1973   69.189 -179.494
1974   53.281  166.025
1975   65.560 -174.806
1976   66.403  177.510
1977   68.268  175.003
1978   55.622  169.584
1979   54.826 -179.005
1980   75.200 -178.850
1981   77.086  176.694
1982   51.364  162.273
1983   60.595 -173.428
1984   75.806 -179.190
1985   80.672 -161.961
1986   72.878  166.474
1987   58.043 -173.852
1988   69.313  150.876
1989   69.640 -177.560
1990   49.402  172.160
1991   51.538  172.595
1992   67.676 -169.773
1993   84.646  168.311
1994   63.230 -176.239
1995   64.971  174.607
1996   61.722  162.033
1997   50.185 -167.390
1998   59.790  176.858
1999   45.478  163.933
2000   66.387 -169.652
2001   66.983  168.712
2002   69.817 -159.691
2003   59.422 -177.521
2004   69.371 -175.060
2005   68.180 -172.623
2006   60.396  168.278
2007   69.478  172.869
2008   69.484 -177.004
2009   75.433  157.322
2010   63.378  170.120
2011   65.331  166.249
2012   73.020  177.630
2013   53.486  -71.667
2014   69.729  -47.839
2015   64.106  -46.773
2016   67.483  -72.214
2017   53.920  -75.828
2018   64.988  -52.464
2019   73.243  -71.311
2020   57.207  -56.526
2021   56.264  -78.024
2022   67.546  -56.874
2023   57.395  -55.102
2024   65.920  -58.453
2025   64.943  -47.422
2026   68.259  -41.846
2027   59.718  -71.592
2028   56.577  -63.817
2029   64.814  -55.528
2030   61.100  170.246
2031   52.025  170.755
2032   68.222  178.628
2033   71.601 -159.294
2034   46.231 -171.749
2035   62.755  160.882
2036   69.478  168.467
2037   73.211  171.276
2038   89.034  175.790
2039   51.955  176.263
2040   76.465 -166.985
2041   69.994  155.802
2042   85.351  173.036
2043   85.631  174.980
2044   72.864 -170.946
2045   79.753 -176.206
2046   77.400 -167.905
2047   58.640  167.645
2048   53.541 -175.487
2049   65.103 -167.954
2050   75.840 -177.902
2051   78.902   65.682
2052   82.106   67.893
2053   69.913   65.243
2054   67.319   35.551
2055   64.026   79.669
2056   76.409   49.140
2057   61.390   58.257
2058   58.795   59.754
2059   93.289   57.638
2060   60.309   58.995
2061   74.099   51.253
2062   67.744   67.325
2063   58.110   53.640
2064   77.532   86.098
2065   63.816   65.491
2066   67.730   62.289
2067   71.015   51.195
2068   60.581   41.571
2069   60.651   65.112
2070   71.945  -62.671
2071   59.739  -67.362
2072   67.707  -53.224
2073   69.340  -68.770
2074   70.888  -62.390
2075   65.753  -66.882
2076   83.439  -61.056
2077   71.057  -65.429
2078   65.187  -64.734
2079   76.178  -57.778
2080   78.784  -77.422
2081   82.615  -52.370
2082   63.193  -71.449
2083   57.010  -74.890
2084   67.250  -31.083
2085   63.596  -32.352
2086   60.584  -62.259
2087   54.401  -62.922
2088   63.203  -68.746
2089   54.361  -83.969
2090   64.837  -47.460
2091   61.647  -53.593
2092   70.525  -55.637
2093   87.103  -51.265
2094   63.186  -69.760
2095   71.633  -60.554
2096   61.984  -65.565
2097   65.510  -54.222
2098   64.216  -74.227
2099   61.294  -67.020
2100   72.171  -48.737
2101   62.834  -62.964
2102   69.454  -53.832
2103   68.414  -63.013
2104   49.806  -55.554
2105   62.763  -62.468
2106   66.258  -62.705
2107   73.630  -61.345
2108   76.883  -87.454
2109   64.379  -49.341
2110   67.600  -41.448
2111   58.401  -30.950
2112   64.204  -62.402
2113   73.727   52.827
2114   73.173   69.522
2115   72.116   56.460
2116   56.543   45.036
2117   63.700   49.599
2118   75.972   46.914
2119   64.259   61.799
2120   71.849   73.280
2121   85.513   52.171
2122   70.161   50.001
2123   59.149   48.183
2124   70.589   48.531
2125   67.682   70.241
2126   59.288   72.366
2127   72.760   35.311
2128   48.895   46.534
2129   63.542   89.779
2130   74.556   60.629
2131   81.024   43.829
2132   74.326   47.604
2133   56.452   60.430
2134   74.277   83.406
2135   64.045   54.539
2136   58.294   53.373
2137   68.163   60.733
2138   74.509   66.875
2139   63.885   56.228
2140   81.898   54.947
2141   51.251   59.361
2142   51.399   81.300
2143   72.623   71.898
2144   74.740   51.343
2145   66.524   49.939
2146   75.211   48.020
2147   64.114   60.818
2148   64.541   69.619
2149   61.988   67.814
2150   47.248   59.012
2151   62.803  100.412
2152   66.651   55.463
2153   59.279   47.797
2154   65.776   54.269
2155   61.301   69.640
2156   61.023   71.988
2157   77.037   45.434
2158   63.353   60.284
2159   75.228   68.293
2160   88.730   45.594
2161   62.734   74.482
2162   90.221   62.502
2163   66.044   56.289
2164   62.792   63.844
2165   62.351   60.453
2166   71.616   48.785
2167   82.625   46.070
2168   70.756   60.506
2169   74.711   57.964
2170   66.529   62.667
2171   84.243   61.320
2172   66.331   65.980
2173   73.290   43.463
2174   71.625   73.202
2175   62.855   64.003
2176   81.787   49.071
2177   61.270   61.653
2178   60.032   56.359
2179   49.355   54.818
2180   62.047   52.377
2181   62.224   57.726
2182   74.741   62.976
2183   49.525   66.960
2184   66.336   65.646
2185   67.975   61.033
2186   78.568   61.132
2187   67.157  159.241
2188   62.125  -55.127
2189   66.938  -48.456
2190   47.625  176.142
2191   67.976 -173.615
2192   63.910 -173.967
2193   55.378  172.766
2194   58.028 -172.176
2195   53.660  162.087
2196   75.345  167.198
2197   59.130  174.310
2198   60.168  176.239
2199   61.869  179.178
2200   73.686 -172.466
2201   63.708  178.166
2202   53.711  166.811
2203   61.668 -177.583
2204   80.579 -177.829
2205   65.579  173.539
2206   70.749  173.025
2207   51.873  179.617
2208   71.057  102.041
2209   69.946   69.344
2210   58.434   61.989
2211   59.475   50.963
2212   61.015   37.483
2213   67.226   65.387
2214   78.881  173.724
2215   74.826  167.565
2216   46.800  166.976
2217   75.394  166.134
2218   41.442 -172.818
2219   68.012 -173.828
2220   63.951  177.970
2221   63.336 -177.442
2222   66.990 -172.062
2223   52.165 -177.001
2224   78.930 -176.198
2225  -61.181   63.422
2226  -49.650   71.036
2227  -54.208   44.622
2228  -67.370  -56.244
2229  -56.274  -57.402
2230  -48.462  -57.758
2231  -74.118  -60.621
2232  -74.101  -60.024
2233  -70.971  -69.226
2234  -69.893  -43.867
2235  -58.812  -49.636
2236  -70.078  -46.391
2237  -90.385  -60.579
2238  -49.956  -57.756
2239  -59.640  -46.744
2240  -51.537  -44.866
2241  -72.652  -59.377
2242  -72.271  -73.971
2243  -67.426  -53.026
2244  -68.512  -52.113
2245  -58.891  -53.178
2246  -75.292  -61.602
2247  -66.665  -64.324
2248  -77.692  -71.584
2249  -40.517  -65.696
2250  -71.738  -74.349
2251  -75.665  -64.798
2252  -61.510  -73.748
2253  -73.901  -89.328
2254  -57.952  -66.183
2255  -56.767  -51.798
2256  -70.687 -168.158
2257  -62.983 -172.308
2258  -59.286  161.088
2259  -67.628  -67.939
2260  -59.569  -24.611
2261  -61.830  -55.541
2262  -70.535  -73.270
2263  -80.722  -45.960
2264  -64.469  -66.504
2265  -75.528  -47.408
2266  -79.341  -55.615
2267  -57.215  -66.422
2268  -66.943  -55.461
2269  -73.410  -57.996
2270  -47.113  -58.529
2271  -70.077  -53.203
2272  -67.415  -68.988
2273  -66.144  -51.366
2274  -60.693  -64.259
2275  -55.556  -46.427
2276  -69.922  -57.827
2277  -61.842  -43.233
2278  -63.064  -39.610
2279  -65.800  -54.763
2280  -75.083  -67.142
2281  -79.045  -46.964
2282  -64.199  -36.341
2283  -75.253  -61.910
2284  -54.173  -70.368
2285  -53.845  -70.190
2286  -57.417  -92.411
2287  -76.949  -29.140
2288  -72.218  -55.358
2289  -61.486  -38.848
2290  -60.666  -63.568
2291  -57.659  -41.632
2292  -67.716  -60.043
2293  -67.685  -57.298
2294  -51.060  -54.348
2295  -72.663  -70.125
2296  -63.984  -54.072
2297  -68.485  -54.259
2298  -57.568  -55.183
2299  -67.479  -63.817
2300  -57.388  -81.932
2301  -67.014  -66.610
2302  -66.994  -55.222
2303  -72.136  -40.891
2304  -62.470  -36.909
2305  -57.917  -73.764
2306  -79.413  -51.155
2307  -67.976  -46.561
2308  -72.562  -56.489
2309  -81.876  -63.376
2310  -66.665  -66.347
2311  -50.217  -49.271
2312  -72.246  -53.776
2313  -75.702  -67.069
2314  -56.213  -41.298
2315  -60.918  -48.757
2316  -67.377  -55.936
2317  -73.513  -76.208
2318  -67.899  -69.151
2319  -71.749  -56.627
2320  -56.375  -63.151
2321  -65.366  -57.604
2322  -52.614  -72.616
2323  -57.321  -61.096
2324  -61.826  -29.104
2325  -60.648  -76.411
2326  -53.725  -60.350
2327  -52.783  -68.480
2328  -73.315  -69.723
2329  -60.771  -68.043
2330  -87.610  -65.889
2331  -62.154  -47.436
2332  -89.442  -54.820
2333  -64.223  -90.735
2334  -67.427  -63.131
2335  -55.968  -49.428
2336  -76.814  -65.776
2337  -72.453  -53.629
2338  -50.249  -51.598
2339  -78.541  -49.993
2340  -67.561  -84.845
2341  -85.349  -58.703
2342  -52.628  -48.958
2343  -69.352 -179.894
2344  -73.458  157.438
2345  -55.927  179.811
2346  -63.265 -173.763
2347  -64.379 -177.239
2348  -68.843 -168.722
2349  -57.560  163.085
2350  -61.400 -177.206
2351  -61.334 -164.895
2352  -76.772  160.533
2353  -93.155  146.350
2354  -55.112 -177.372
2355  -80.574  174.030
