  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
     2584        0.174        1.795            0      119.614      261.439      180.821
     2585        0.174        1.755            1      118.131      266.965      175.671
     2586        0.227        1.778            0      119.410      263.838      179.006
     2587        0.131        1.784            1      119.876      231.779      179.979
     2588        0.137        1.798            1      120.027      232.975      180.989
     2589        0.169        1.820            0      121.163      242.981      178.465
     2590        0.244        1.801            1      118.051      265.740      180.092
     2591        0.148        1.741            1      116.975      265.044      174.571
     2592        0.108        1.781            1      120.130      271.377      179.221
     2593        0.145        1.752            0      117.839      265.143      177.240
     2594        0.328        1.772            0      119.591      268.860      176.256
     2595        0.242        1.782            0      118.962      267.543      178.545
     2596        0.148        1.742            1      117.794      266.261      174.639
     2597        0.149        1.768            1      118.766      269.391      176.143
     2598        0.223        1.740            0      117.767      265.169      175.182
     2599        0.099        1.735            1      116.949      264.201      172.517
     2600        0.137        1.764            0      118.334      265.999      178.404
     2601        0.088        1.745            0      117.783      265.550      177.608
     2602        0.093        1.738            1      117.472      265.333      177.826
     2603        0.141        1.743            0      117.589      266.557      173.109
     2604        0.093        1.762            1      118.970      268.233      175.968
     2605        0.199        1.807            1      119.983      270.194      182.155
     2606        0.186        1.812            0      120.702      269.971      181.280
     2607        0.223        1.801            1      120.093      269.549      183.285
     2608        0.141        1.766            0      118.678      266.968      177.145
     2609        0.203        1.774            1      119.345      268.628      178.511
     2610        0.135        1.750            1      117.240      264.086      175.754
     2611        0.142        1.789            0      120.173      269.888      177.843
     2612        0.169        1.774            0      118.754      267.782      178.434
     2613        0.104        1.757            0      118.029      265.252      176.234
     2614        0.083        1.697            1      115.810      263.538      171.173
     2615        0.177        1.749            0      118.381      266.423      174.965
     2616        0.134        1.734            0      117.536      265.934      175.855
     2617        0.126        1.755            1      117.710      266.176      174.886
     2618        0.169        1.725            1      116.689      263.350      173.109
     2619        0.155        1.781            0      119.886      270.838      178.272
     2620        0.130        1.783            0      119.024      268.106      178.016
     2621        0.166        1.787            1      118.938      267.412      182.614
     2622        0.105        1.752            1      117.738      265.486      176.925
     2623        0.352        1.792            0      119.945      268.234      179.038
     2624        0.132        1.754            0      118.284      267.137      176.014
     2625        0.102        1.738            1      117.604      263.949      174.069
     2626        0.148        1.743            1      117.834      267.020      172.904
     2627        0.149        1.771            1      118.361      266.204      177.888
     2628        0.237        1.765            0      118.831      267.867      176.727
     2629        0.076        1.711            0      116.138      262.635      172.406
     2630        0.257        1.803            1      119.398      268.755      180.777
     2631        0.198        1.774            1      118.479      266.791      178.696
     2632        0.158        1.768            1      118.820      267.926      178.358
     2633        0.149        1.784            1      118.775      267.417      177.928
     2634        0.464        1.739            0      117.580      266.027      172.870
     2635        0.200        1.746            1      117.261      265.322      174.827
     2636        0.223        1.764            1      117.201      266.325      178.406
     2637        0.268        1.790            1      118.379      266.784      181.702
     2638        0.188        1.764            0      118.591      268.971      176.530
     2639        0.134        1.731            1      117.892      266.302      171.783
     2640        0.151        1.765            1      118.515      266.984      178.944
     2641        0.094        1.744            0      117.794      265.639      176.136
     2642        0.329        1.796            0      118.952      268.268      181.835
     2643        0.144        1.786            0      118.705      267.304      177.470
     2644        0.096        1.752            1      117.995      266.078      174.747
     2645        0.129        1.755            0      117.830      265.012      175.146
     2646        0.283        1.805            1      120.091      270.264      179.977
     2647        0.185        1.816            1      119.853      269.157      181.657
     2648        0.116        1.760            1      117.933      265.764      175.538
     2649        0.109        1.760            1      117.360      264.603      177.255
     2650        0.262        1.785            1      118.744      267.923      179.419
     2651        0.117        1.724            0      116.421      264.388      175.005
     2652        0.078        1.740            0      117.601      265.290      174.747
     2653        0.114        1.766            0      118.244      267.257      177.312
     2654        0.193        1.774            1      118.210      267.433      177.816
     2655        0.270        1.748            0      117.621      264.090      180.210
     2656        0.227        1.789            0      118.683      240.833      180.059
     2657        0.208        1.732            1      117.628      229.625      172.898
     2658        0.124        1.787            1      119.235      256.457      180.080
     2659        0.129        1.753            0      117.636      264.608      179.132
     2660        0.094        1.749            0      117.404      263.380      177.263
     2661        0.170        1.799            0      118.925      266.691      182.569
     2662        0.098        1.756            0      117.657      264.404      175.195
     2663        0.341        1.720            0      116.879      264.517      172.298
     2664        0.107        1.766            0      118.111      264.823      176.968
     2665        0.190        1.718            0      116.624      263.341      171.581
     2666        0.191        1.738            1      117.544      259.088      174.394
     2667        0.122        1.769            1      117.957      265.832      178.757
     2668        0.133        1.748            0      117.526      245.285      174.708
     2669        0.122        1.768            0      118.532      247.623      178.176
     2670        0.123        1.724            1      117.432      245.199      175.608
     2671        0.123        1.752            1      118.006      245.205      175.134
     2672        0.117        1.742            1      117.691      261.459      176.010
     2673        0.159        1.752            1      117.188      247.787      176.359
     2674        0.169        1.737            1      116.503      247.062      173.237
     2675        0.214        1.745            1      117.584      252.336      173.946
     2676        0.178        1.772            1      118.742      249.350      178.679
     2677        0.156        1.791            1      119.026      248.683      180.643
     2678        0.389        1.739            0      117.986      238.830      173.225
     2679        0.120        1.749            1      117.265      247.566      175.812
     2680        0.155        1.775            1      118.460      253.893      177.419
     2681        0.165        1.749            0      117.484      260.008      176.485
     2682        0.116        1.735            1      116.886      262.658      171.554
     2683        0.065        1.737            0      117.179      227.366      175.443
     2684        0.101        1.759            1      118.295      242.559      175.455
     2685        0.219        1.783            0      118.984      238.138      178.519
     2686        0.164        1.814            0      120.458      213.299      181.148
     2687        0.242        1.747            1      117.572      175.691      176.087
     2688        0.107        1.762            1      118.273      157.781      175.943
     2689        0.109        1.779            0      119.598      157.647      177.255
     2690        0.241        1.773            1      119.232      150.251      178.491
     2691        0.089        1.718            1      116.552      125.036      171.419
     2692        0.149        1.778            1      119.347      122.448      177.297
     2693        0.108        1.758            1      117.220      141.967      176.945
     2694        0.131        1.780            0      118.725      168.594      180.318
     2695        0.142        1.734            1      116.981      184.191      173.482
     2696        0.084        1.732            0      116.766      164.739      176.254
     2697        0.104        1.768            1      117.757      160.843      177.228
     2698        0.157        1.764            1      117.890      133.835      176.629
     2699        0.261        1.758            1      118.132      126.097      176.282
     2700        0.163        1.779            0      118.562      161.340      179.812
     2701        0.233        1.781            0      118.704      157.990      179.345
     2702        0.268        1.738            1      117.752      151.899      173.311
     2703        0.178        1.814            0      121.429      145.901      180.965
     2704        0.076        1.737            1      117.284      150.347      173.214
     2705        0.194        1.790            1      118.758      140.003      181.309
     2706        0.117        1.759            1      118.303      166.197      178.350
     2707        0.167        1.755            0      117.893      158.501      173.100
     2708        0.180        1.749            1      117.499      177.926      176.346
     2709        0.116        1.766            1      118.762      160.250      176.558
     2710        0.135        1.757            0      117.756      172.532      174.594
     2711        0.150        1.802            1      120.650      169.684      180.738
     2712        0.101        1.714            1      115.878      167.740      170.487
     2713        0.145        1.788            1      118.734      148.793      179.849
     2714        0.175        1.745            1      116.587      151.225      175.376
     2715        0.169        1.758            1      117.864      145.570      177.722
     2716        0.155        1.735            1      117.000      175.833      176.112
     2717        0.167        1.761            1      117.945      190.541      176.306
     2718        0.138        1.783            1      119.040      187.492      178.487
     2719        0.124        1.765            1      118.218      183.996      178.328
     2720        0.188        1.777            1      119.548      197.258      178.530
     2721        0.087        1.761            1      119.031      166.704      175.818
     2722        0.250        1.770            1      118.697      176.478      179.549
     2723        0.229        1.725            1      116.083      192.137      173.898
     2724        0.154        1.803            0      120.190      181.808      181.262
     2725        0.151        1.748            0      116.970      159.697      173.593
     2726        0.165        1.797            0      119.395      206.769      180.850
     2727        0.092        1.716            1      116.450      197.420      170.320
     2728        0.115        1.771            1      119.129      183.950      177.960
     2729        0.086        1.740            1      117.620      155.763      176.253
     2730        0.219        1.808            0      120.442      150.173      184.707
     2731        0.120        1.765            1      118.150      159.609      178.435
     2732        0.147        1.767            1      119.245      128.892      176.274
     2733        0.083        1.733            1      116.985      138.061      175.000
     2734        0.147        1.740            1      117.313      163.617      175.212
     2735        0.158        1.723            0      116.954      162.602      170.121
     2736        0.198        1.794            1      120.092      160.891      178.518
     2737        0.121        1.769            0      119.056      169.875      177.088
     2738        0.138        1.729            0      117.874      178.439      175.177
     2739        0.163        1.796            0      119.847      208.581      179.273
     2740        0.109        1.753            1      117.334      214.081      176.885
     2741        0.130        1.783            1      119.032      218.134      178.316
     2742        0.175        1.783            0      118.947      203.465      181.236
     2743        0.083        1.749            1      117.524      200.843      175.707
     2744        0.175        1.785            1      117.854      209.845      178.372
     2745        0.326        1.760            0      118.122      207.263      177.975
     2746        0.211        1.766            0      117.754      241.492      180.348
     2747        0.301        1.792            0      119.522      215.199      180.785
     2748        0.099        1.741            0      116.768      200.248      174.707
     2749        0.144        1.782            1      119.037      162.847      179.009
     2750        0.119        1.771            1      118.244      151.054      175.897
     2751        0.160        1.753            0      117.641      162.210      179.981
     2752        0.158        1.802            0      119.701      154.321      179.101
     2753        0.215        1.775            0      118.925      153.043      180.710
     2754        0.155        1.724            0      116.529      153.572      173.390
     2755        0.114        1.765            0      118.256      154.554      179.325
     2756        0.130        1.771            0      118.510      151.612      177.887
     2757        0.153        1.796            0      119.405      151.925      179.914
     2758        0.104        1.751            0      117.182      151.766      175.451
     2759        0.106        1.753            0      118.115      160.215      178.648
     2760        0.140        1.759            1      117.863      154.167      178.320
     2761        0.205        1.796            1      119.111      155.951      175.961
     2762        0.224        1.746            1      117.355      143.459      174.728
     2763        0.066        1.733            1      116.842      160.736      172.832
     2764        0.082        1.743            1      117.336      168.287      173.680
     2765        0.096        1.713            1      116.030      158.806      171.028
     2766        0.259        1.752            0      118.444      158.639      175.687
     2767        0.217        1.806            1      119.278      155.017      181.723
     2768        0.109        1.745            1      117.463      157.697      175.924
     2769        0.171        1.801            0      119.309      164.168      179.934
     2770        0.154        1.741            1      117.023      148.927      174.665
     2771        0.238        1.745            0      117.612      154.295      175.122
     2772        0.091        1.758            1      117.747      156.448      177.831
     2773        0.174        1.772            0      118.203      164.294      177.787
     2774        0.130        1.768            1      117.355      164.581      178.182
     2775        0.077        1.737            1      116.609      161.408      175.476
     2776        0.078        1.753            1      118.011      162.139      174.106
     2777        0.192        1.778            0      118.642      160.576      181.309
     2778        0.199        1.774            1      118.541      166.234      176.463
     2779        0.101        1.733            1      117.460      188.163      173.381
     2780        0.116        1.775            1      119.352      214.841      177.614
     2781        0.147        1.733            0      117.518      165.160      174.937
     2782        0.154        1.762            0      118.433      151.730      176.960
     2783        0.186        1.731            1      117.554      155.599      174.531
     2784        0.135        1.763            0      118.226      179.736      179.926
     2785        0.106        1.711            1      116.650      164.503      171.296
     2786        0.179        1.765            1      118.690      169.207      178.479
     2787        0.227        1.825            1      120.482      171.385      183.150
     2788        0.243        1.765            0      118.511      185.434      177.077
     2789        0.290        1.841            0      121.901      169.979      186.353
     2790        0.134        1.791            1      119.839      185.916      180.224
     2791        0.126        1.773            1      119.436      173.025      177.738
     2792        0.138        1.741            0      117.278      183.768      175.728
     2793        0.227        1.771            0      118.664      169.497      179.396
     2794        0.234        1.837            1      120.629      156.949      181.597
     2795        0.267        1.794            1      119.855      197.434      179.125
     2796        0.199        1.795            0      119.602      175.504      181.915
     2797        0.093        1.746            1      117.837      205.957      174.784
     2798        0.140        1.787            0      118.899      186.948      179.584
     2799        0.118        1.745            1      117.783      201.873      176.094
     2800        0.126        1.774            0      118.667      193.122      178.613
     2801        0.132        1.736            1      117.740      217.152      177.219
     2802        0.144        1.774            0      119.267      210.094      177.454
     2803        0.102        1.740            0      117.530      184.106      176.260
     2804        0.094        1.761            1      118.617      214.115      175.607
     2805        0.184        1.740            0      117.239      203.010      174.951
     2806        0.114        1.754            1      118.554      209.286      175.673
     2807        0.120        1.761            0      118.436      193.763      174.589
     2808        0.139        1.779            0      118.709      230.582      177.640
     2809        0.126        1.766            1      118.176      188.434      175.770
     2810        0.242        1.801            0      119.991      233.421      181.450
     2811        0.168        1.763            1      118.798      239.733      176.809
     2812        0.201        1.758            1      118.327      241.583      176.615
     2813        0.180        1.719            0      116.575      223.998      174.335
     2814        0.375        1.789            0      119.664      255.075      181.975
     2815        0.266        1.761            0      118.493      267.634      176.195
     2816        0.161        1.771            0      118.905      267.548      175.581
     2817        0.103        1.743            0      117.167      261.040      175.599
     2818        0.128        1.774            0      118.183      255.855      177.935
     2819        0.174        1.762            1      118.649      223.948      177.483
     2820        0.143        1.749            1      118.031      266.498      176.589
     2821        0.111        1.739            0      116.720      262.840      175.721
     2822        0.149        1.753            0      117.335      265.746      178.565
     2823        0.184        1.811            0      119.948      269.094      181.087
     2824        0.202        1.791            1      118.754      266.951      176.743
     2825        0.119        1.760            1      118.391      267.068      174.213
     2826        0.181        1.784            0      119.234      268.910      177.283
     2827        0.187        1.815            0      120.583      270.732      182.146
     2828        0.295        1.764            1      118.365      267.034      179.116
     2829        0.261        1.753            0      118.740      267.176      175.720
     2830        0.261        1.762            1      118.267      265.722      175.026
     2831        0.135        1.787            1      119.084      268.961      178.768
     2832        0.186        1.756            1      117.795      266.074      173.221
     2833        0.230        1.805            0      119.829      268.827      181.989
     2834        0.203        1.826            0      120.567      271.554      184.519
     2835        0.206        1.840            1      120.925      270.261      183.390
     2836        0.079        1.744            1      116.800      264.622      175.371
     2837        0.111        1.750            1      118.252      265.285      173.114
     2838        0.130        1.755            1      118.147      267.329      173.973
     2839        0.143        1.779            0      118.457      266.360      177.826
     2840        0.103        1.764            0      118.790      266.405      175.907
     2841        0.083        1.746            0      117.629      265.253      176.639
     2842        0.094        1.755            0      117.841      265.036      175.485
     2843        0.215        1.784            1      118.486      268.004      179.496
     2844        0.102        1.754            0      118.027      266.180      177.733
     2845        0.413        1.791            1      118.673      268.071      182.517
     2846        0.129        1.763            0      117.648      264.688      178.929
     2847        0.100        1.764            1      117.983      266.155      177.376
     2848        0.153        1.767            0      118.176      267.187      177.922
     2849        0.204        1.757            1      117.231      264.441      177.096
     2850        0.111        1.773            1      118.366      266.168      178.460
     2851        0.225        1.786            1      118.129      266.375      180.163
     2852        0.150        1.786            0      119.416      268.189      180.103
     2853        0.115        1.767            1      117.786      265.459      178.123
     2854        0.130        1.758            1      117.109      264.498      177.082
     2855        0.187        1.807            1      119.462      268.701      182.807
     2856        0.110        1.748            1      117.076      265.711      177.630
     2857        0.101        1.739            0      117.241      265.402      175.799
     2858        0.182        1.772            0      118.444      266.561      177.169
     2859        0.177        1.800            0      119.806      268.486      182.105
     2860        0.088        1.751            1      117.409      264.411      173.190
     2861        0.110        1.757            0      118.282      267.752      174.768
     2862        0.126        1.741            1      116.938      264.083      175.226
     2863        0.241        1.793            1      119.618      267.828      178.319
     2864        0.082        1.756            0      118.454      266.775      175.946
     2865        0.322        1.803            0      119.701      268.668      181.969
     2866        0.105        1.770            1      118.291      266.778      177.416
     2867        0.059        1.725            1      116.619      263.546      173.873
     2868        0.233        1.775            0      118.199      265.706      180.796
     2869        0.150        1.800            1      119.255      269.737      180.880
     2870        0.071        1.739            1      116.968      264.713      175.059
     2871        0.121        1.762            1      117.513      263.748      178.234
     2872        0.148        1.762            0      118.579      266.965      178.789
     2873        0.160        1.768            0      118.031      265.623      177.781
     2874        0.153        1.780            1      118.897      267.689      175.967
     2875        0.133        1.748            1      117.677      265.629      174.951
     2876        0.129        1.752            0      117.520      265.940      174.034
     2877        0.200        1.782            0      119.163      269.654      179.416
     2878        0.107        1.752            1      117.832      266.716      178.386
     2879        0.170        1.816            0      120.752      271.565      179.303
     2880        0.072        1.739            1      117.837      265.687      173.784
     2881        0.083        1.737            1      117.548      264.301      176.231
     2882        0.164        1.789            1      119.242      267.271      178.206
     2883        0.106        1.738            1      117.387      263.220      171.800
     2884        0.114        1.759            1      117.220      264.977      178.350
     2885        0.286        1.753            0      117.980      267.862      177.617
     2886        0.187        1.762            1      118.146      266.499      177.508
     2887        0.107        1.759            1      117.176      264.235      177.435
     2888        0.155        1.798            0      118.995      267.804      180.304
     2889        0.102        1.743            1      116.626      263.831      176.196
     2890        0.183        1.766            1      118.587      269.099      174.508
     2891        0.121        1.745            1      117.119      263.192      175.725
     2892        0.400        1.775            1      118.611      266.883      179.141
     2893        0.212        1.775            0      118.798      267.553      178.267
     2894        0.124        1.748            1      117.734      264.144      177.849
     2895        0.105        1.749            1      117.396      264.954      176.432
     2896        0.092        1.753            1      118.162      266.134      174.382
     2897        0.179        1.829            1      121.206      272.720      181.544
     2898        0.207        1.766            1      118.146      265.850      176.345
     2899        0.196        1.786            1      119.563      268.421      178.632
     2900        0.200        1.786            1      119.192      270.041      178.134
     2901        0.121        1.776            1      119.157      268.110      177.933
     2902        0.138        1.775            1      118.686      267.882      176.344
     2903        0.138        1.792            0      120.411      271.040      178.010
     2904        0.136        1.784            0      119.609      268.971      179.606
     2905        0.134        1.797            0      119.699      268.527      176.259
     2906        0.229        1.780            0      119.975      270.082      179.453
     2907        0.151        1.799            1      120.312      268.915      179.804
     2908        0.118        1.759            1      117.619      266.449      177.251
     2909        0.211        1.827            0      120.598      269.782      185.539
     2910        0.103        1.703            1      115.180      260.917      174.073
     2911        0.177        1.721            1      115.954      260.893      173.596
     2912        0.218        1.724            0      117.159      264.334      173.780
     2913        0.231        1.778            0      118.696      266.324      179.947
     2914        0.298        1.756            0      118.634      267.258      177.244
     2915        0.212        1.817            1      120.022      270.217      180.368
     2916        0.090        1.753            1      117.493      264.367      177.622
     2917        0.096        1.755            1      117.970      266.934      175.708
     2918        0.126        1.719            1      115.885      261.930      173.302
     2919        0.258        1.768            0      118.656      266.977      175.562
     2920        0.182        1.744            1      116.730      262.949      175.590
     2921        0.138        1.770            0      118.291      267.110      176.857
     2922        0.278        1.813            0      119.763      268.359      183.418
     2923        0.065        1.738            1      117.082      263.273      175.385
     2924        0.096        1.765            0      118.253      266.872      177.619
     2925        0.472        1.758            0      117.859      265.681      179.143
     2926        0.208        1.786            1      118.405      266.706      177.051
     2927        0.121        1.725            1      116.301      264.236      173.364
     2928        0.088        1.767            0      118.209      265.367      176.598
     2929        0.208        1.777            0      118.773      267.297      177.767
     2930        0.145        1.776            1      118.608      268.699      177.789
     2931        0.190        1.776            0      118.622      266.949      177.330
     2932        0.196        1.767            1      118.234      266.031      174.970
     2933        0.291        1.804            1      118.821      267.029      180.392
     2934        0.127        1.774            1      118.463      264.473      178.588
     2935        0.126        1.766            0      118.767      266.845      179.171
     2936        0.133        1.780            0      118.838      267.796      177.837
     2937        0.105        1.745            1      117.131      265.299      174.686
     2938        0.083        1.711            1      115.361      261.294      171.654
     2939        0.259        1.773            0      119.455      268.529      176.577
     2940        0.194        1.749            0      117.258      265.980      176.199
     2941        0.153        1.780            1      118.455      266.484      179.751
     2942        0.182        1.798            1      118.831      267.139      180.608
     2943        0.119        1.778            1      118.619      268.083      177.778
     2944        0.082        1.740            0      117.449      265.030      175.007
     2945        0.157        1.787            1      118.594      267.458      179.506
     2946        0.138        1.773            1      118.956      269.030      177.695
     2947        0.128        1.775            0      118.021      266.449      179.822
     2948        0.179        1.783            0      119.386      268.503      179.011
     2949        0.140        1.789            0      119.021      267.412      178.160
     2950        0.137        1.786            1      118.778      267.688      176.239
     2951        0.157        1.762            0      117.478      265.654      177.565
     2952        0.134        1.782            0      119.198      267.837      178.950
     2953        0.184        1.802            0      119.717      268.849      181.172
     2954        0.208        1.788            0      118.938      267.465      182.001
     2955        0.221        1.787            1      118.557      267.796      180.955
     2956        0.196        1.758            0      117.604      266.174      175.941
     2957        0.132        1.770            1      118.017      265.134      178.900
     2958        0.159        1.773            1      118.192      267.721      176.982
     2959        0.211        1.814            0      120.032      268.181      184.649
     2960        0.175        1.788            1      119.057      266.633      179.201
     2961        0.335        1.775            0      118.605      267.105      178.314
     2962        0.155        1.792            0      119.413      267.082      178.987
     2963        0.182        1.798            1      118.877      268.821      178.449
     2964        0.124        1.740            1      116.532      263.253      177.337
     2965        0.190        1.781            1      119.324      267.629      176.784
     2966        0.266        1.773            0      119.629      270.391      176.949
     2967        0.212        1.794            0      120.218      270.160      180.588
     2968        0.170        1.738            0      117.174      265.102      174.891
     2969        0.145        1.736            1      117.499      264.085      171.903
     2970        0.136        1.766            1      119.011      268.375      180.316
     2971        0.241        1.799            1      119.697      269.984      179.993
     2972        0.180        1.796            0      119.798      269.626      181.647
     2973        0.164        1.789            0      119.338      268.727      179.885
     2974        0.159        1.762            1      118.622      268.562      175.314
     2975        0.172        1.777            0      118.969      268.120      180.946
     2976        0.120        1.738            0      117.033      263.468      174.200
     2977        0.124        1.756            0      118.299      265.979      178.023
     2978        0.181        1.771            1      118.530      267.089      177.356
     2979        0.155        1.790            1      119.263      268.257      179.350
     2980        0.167        1.757            1      117.761      265.693      174.748
     2981        0.251        1.817            1      120.293      270.400      181.446
     2982        0.110        1.725            1      116.472      263.428      173.374
     2983        0.162        1.755            0      118.851      268.438      173.785
     2984        0.149        1.759            1      118.817      268.597      175.076
     2985        0.171        1.793            1      120.164      270.515      179.249
     2986        0.139        1.764            1      118.332      267.707      174.941
     2987        0.114        1.758            1      117.244      264.062      176.930
     2988        0.214        1.760            0      118.184      266.960      178.348
     2989        0.317        1.813            0      119.565      251.913      182.874
     2990        0.218        1.734            0      117.697      264.898      174.155
     2991        0.176        1.716            0      116.580      264.363      176.050
     2992        0.153        1.756            1      118.403      265.974      173.323
     2993        0.115        1.767            1      117.970      265.607      178.676
     2994        0.131        1.769            0      118.065      267.415      177.421
     2995        0.147        1.788            1      118.410      266.856      181.143
     2996        0.218        1.766            0      118.529      266.472      176.655
     2997        0.163        1.789            0      118.300      267.580      181.021
     2998        0.092        1.739            1      117.464      265.167      176.286
     2999        0.110        1.748            1      117.221      263.628      175.849
     3000        0.148        1.779            1      118.665      268.553      180.380
     3001        0.168        1.777            0      118.900      268.152      175.254
     3002        0.115        1.758            1      117.612      264.940      176.589
     3003        0.181        1.762            0      118.769      267.659      176.739
     3004        0.202        1.787            1      119.161      268.425      176.961
     3005        0.107        1.757            1      117.380      263.814      177.606
     3006        0.208        1.765            1      117.488      265.217      176.430
     3007        0.276        1.759            1      117.676      266.722      176.104
     3008        0.143        1.735            1      117.093      264.403      172.814
     3009        0.135        1.775            0      118.550      267.497      180.919
     3010        0.086        1.738            1      116.763      263.917      173.649
     3011        0.114        1.775            1      118.044      266.140      178.563
     3012        0.143        1.770            1      118.313      266.386      175.226
     3013        0.149        1.805            0      119.969      254.014      181.939
     3014        0.208        1.782            1      118.483      265.862      178.869
     3015        0.102        1.759            1      117.693      266.309      174.312
     3016        0.294        1.780            1      118.373      267.945      178.564
     3017        0.148        1.773            1      118.499      268.497      177.888
     3018        0.118        1.728            1      116.877      263.667      172.271
     3019        0.118        1.737            1      117.535      262.035      177.385
     3020        0.145        1.766            1      118.488      268.273      176.739
     3021        0.171        1.812            0      119.716      268.083      179.913
     3022        0.260        1.793            1      118.699      267.525      178.574
     3023        0.109        1.749            1      117.330      264.452      175.880
     3024        0.223        1.746            1      117.865      266.229      177.266
     3025        0.430        1.815            0      120.633      270.649      182.105
     3026        0.117        1.781            1      120.097      266.362      178.005
     3027        0.168        1.810            0      120.361      268.959      182.511
     3028        0.228        1.705            0      116.260      263.250      172.882
     3029        0.224        1.823            0      120.140      267.902      179.814
     3030        0.134        1.763            0      117.975      247.464      177.188
     3031        0.165        1.745            0      117.749      251.685      175.629
     3032        0.195        1.771            1      118.041      244.502      177.023
     3033        0.165        1.773            1      117.494      264.828      178.246
     3034        0.151        1.798            1      119.544      267.873      178.996
     3035        0.358        1.761            0      118.409      267.026      176.315
     3036        0.224        1.747            1      117.442      264.395      173.741
     3037        0.167        1.760            1      117.507      264.751      177.515
     3038        0.188        1.819            0      121.179      270.609      179.999
     3039        0.179        1.769            1      118.907      269.049      178.839
     3040        0.119        1.754            1      118.353      267.533      176.216
     3041        0.127        1.749            1      117.451      266.172      175.315
     3042        0.162        1.768            1      118.545      266.999      180.779
     3043        0.150        1.755            0      118.716      266.429      176.228
     3044        0.211        1.821            1      120.282      269.459      183.926
     3045        0.272        1.778            0      119.511      268.702      176.725
     3046        0.138        1.763            1      118.003      265.183      176.258
     3047        0.139        1.786            0      119.405      268.232      180.594
     3048        0.116        1.769            1      118.700      266.947      175.041
     3049        0.191        1.779            1      119.688      267.944      179.314
     3050        0.146        1.751            1      117.303      261.496      177.243
     3051        0.141        1.765            1      118.637      267.470      178.249
     3052        0.227        1.759            1      118.153      265.504      174.838
     3053        0.126        1.770            0      118.766      267.209      177.675
     3054        0.144        1.805            1      120.328      269.126      179.736
     3055        0.187        1.786            1      119.968      269.616      180.822
     3056        0.248        1.743            1      117.902      255.787      173.835
     3057        0.103        1.759            1      118.593      266.098      176.578
     3058        0.110        1.736            1      117.586      265.171      175.226
     3059        0.136        1.773            1      119.544      268.109      178.077
     3060        0.262        1.742            0      118.309      267.072      175.558
     3061        0.271        1.755            0      118.110      266.019      175.458
     3062        0.581        1.798            1      119.022      267.261      178.578
     3063        0.233        1.715            0      115.640      260.825      172.123
     3064        0.255        1.778            1      118.034      265.354      180.373
     3065        0.176        1.751            1      117.464      266.633      178.153
     3066        0.121        1.756            0      117.545      265.777      174.405
     3067        0.149        1.738            0      117.066      262.625      172.258
     3068        0.302        1.803            1      119.288      269.295      181.968
     3069        0.180        1.799            0      119.336      268.485      183.250
     3070        0.163        1.797            1      118.823      268.695      181.266
     3071        0.092        1.750            1      117.129      264.381      175.923
     3072        0.117        1.774            0      118.792      267.641      178.941
     3073        0.284        1.722            0      116.480      263.586      171.723
     3074        0.148        1.804            1      119.562      269.506      180.830
     3075        0.117        1.754            1      117.346      264.677      177.544
     3076        0.094        1.742            1      117.115      264.769      172.091
     3077        0.357        1.831            0      120.682      270.160      184.572
     3078        0.099        1.766            1      118.128      266.209      176.526
     3079        0.168        1.792            0      119.456      253.948      182.603
     3080        0.117        1.727            1      116.943      263.788      175.216
     3081        0.125        1.781            1      119.201      266.981      179.131
     3082        0.127        1.755            0      118.546      266.019      174.151
     3083        0.191        1.776            1      119.506      268.328      177.637
     3084        0.190        1.782            1      119.282      266.892      179.010
     3085        0.195        1.789            0      119.914      269.439      175.936
     3086        0.127        1.745            1      117.915      250.585      171.671
     3087        0.117        1.724            0      117.000      252.548      170.729
     3088        0.151        1.803            1      120.274      226.322      181.768
     3089        0.145        1.778            1      119.776      236.989      177.911
     3090        0.127        1.719            1      116.935      233.486      172.846
     3091        0.170        1.803            1      119.927      223.599      181.280
     3092        0.259        1.795            0      118.774      222.968      185.041
     3093        0.134        1.788            0      119.060      218.310      179.447
     3094        0.092        1.737            1      117.544      195.734      173.577
     3095        0.097        1.736            1      116.109      212.215      175.585
