  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
     1227        0.154        1.782            0      118.871      266.939      177.482
     1228        0.162        1.803            0      119.463      267.828      181.097
     1229        0.174        1.806            0      119.973      269.363      182.244
     1230        0.125        1.771            0      118.547      266.618      180.641
     1231        0.134        1.793            0      119.291      268.452      179.372
     1232        0.126        1.753            0      117.547      265.936      176.479
     1233        0.136        1.770            1      118.293      267.533      172.367
     1234        0.089        1.736            1      116.788      264.195      175.069
     1235        0.215        1.833            1      120.230      269.049      186.112
     1236        0.166        1.761            1      117.028      265.040      179.131
     1237        0.106        1.752            0      117.746      265.150      175.227
     1238        0.110        1.740            0      116.877      265.398      176.635
     1239        0.339        1.740            0      117.452      264.436      175.955
     1240        0.176        1.749            0      117.165      265.088      175.887
     1241        0.145        1.759            1      117.540      263.849      179.016
     1242        0.121        1.767            1      117.528      264.211      178.997
     1243        0.151        1.795            1      119.103      267.229      180.478
     1244        0.146        1.806            0      120.190      269.997      181.582
     1245        0.221        1.759            1      118.302      265.819      176.297
     1246        0.186        1.782            0      119.299      267.379      178.836
     1247        0.087        1.751            1      118.689      265.825      175.405
     1248        0.129        1.776            1      118.526      267.680      178.805
     1249        0.283        1.778            0      119.467      267.942      182.061
     1250        0.219        1.771            1      118.868      268.508      180.192
     1251        0.119        1.759            1      118.496      267.554      176.792
     1252        0.239        1.828            1      121.176      271.508      184.349
     1253        0.174        1.784            0      119.222      268.503      180.974
     1254        0.118        1.750            0      118.003      265.827      173.638
     1255        0.104        1.742            1      117.187      265.073      176.715
     1256        0.159        1.794            0      119.343      269.468      180.360
     1257        0.561        1.796            0      120.178      270.848      182.375
     1258        0.155        1.776            1      118.504      265.767      179.778
     1259        0.166        1.776            0      118.100      265.379      179.280
     1260        0.132        1.750            0      117.436      265.204      175.810
     1261        0.111        1.750            1      118.752      268.272      174.294
     1262        0.182        1.763            1      118.403      267.473      176.490
     1263        0.143        1.792            0      119.734      268.680      181.569
     1264        0.121        1.751            1      118.470      266.694      175.023
     1265        0.115        1.722            1      117.047      265.223      173.239
     1266        0.165        1.765            0      118.430      267.112      175.997
     1267        0.189        1.807            0      120.354      270.989      181.820
     1268        0.122        1.751            0      118.789      267.997      174.566
     1269        0.223        1.748            0      118.315      266.506      176.534
     1270        0.397        1.855            1      122.582      275.102      187.738
     1271        0.283        1.789            0      119.597      270.259      182.267
     1272        0.194        1.800            0      120.368      270.152      178.517
     1273        0.140        1.761            1      119.062      267.181      176.871
     1274        0.190        1.801            1      119.763      268.693      182.326
     1275        0.096        1.734            0      117.438      264.542      177.538
     1276        0.152        1.782            1      118.697      268.308      179.424
     1277        0.191        1.740            1      117.631      266.346      173.978
     1278        0.128        1.775            1      118.681      266.626      180.095
     1279        0.137        1.782            0      119.026      268.169      179.541
     1280        0.213        1.773            0      118.567      265.626      179.371
     1281        0.139        1.796            1      119.730      268.738      179.565
     1282        0.166        1.765            1      118.423      266.959      176.676
     1283        0.142        1.791            1      118.998      267.934      178.021
     1284        0.118        1.756            1      118.411      266.794      176.996
     1285        0.172        1.762            0      117.825      266.036      178.983
     1286        0.126        1.767            1      117.813      265.766      176.459
     1287        0.177        1.814            1      120.034      270.714      182.015
     1288        0.126        1.771            1      118.931      268.250      177.375
     1289        0.224        1.819            0      119.832      270.416      186.331
     1290        0.157        1.773            0      117.748      266.273      180.611
     1291        0.156        1.739            1      117.125      264.192      174.046
     1292        0.115        1.776            1      119.356      268.689      178.702
     1293        0.141        1.742            1      116.670      264.177      176.387
     1294        0.165        1.737            1      116.779      264.402      174.833
     1295        0.142        1.759            0      117.702      264.767      175.072
     1296        0.112        1.773            1      118.075      265.499      177.312
     1297        0.131        1.763            1      117.868      265.913      179.897
     1298        0.144        1.783            1      119.415      268.608      180.147
     1299        0.216        1.756            1      117.385      264.500      177.608
     1300        0.384        1.773            1      118.557      266.211      177.348
     1301        0.096        1.762            1      118.536      267.141      176.430
     1302        0.223        1.785            1      119.149      262.925      182.087
     1303        0.217        1.745            1      117.290      264.843      174.734
     1304        0.193        1.763            1      118.713      267.505      178.859
     1305        0.086        1.719            1      116.950      264.770      173.670
     1306        0.244        1.790            1      119.452      268.468      181.840
     1307        0.080        1.754            1      118.469      267.288      175.377
     1308        0.232        1.761            1      117.931      265.634      177.028
     1309        0.126        1.727            1      115.974      260.508      174.499
     1310        0.137        1.766            1      118.240      266.250      177.505
     1311        0.138        1.758            1      117.820      265.275      174.919
     1312        0.118        1.772            1      118.306      266.555      177.400
     1313        0.119        1.775            1      118.349      266.004      177.211
     1314        0.111        1.734            1      116.988      264.408      175.315
     1315        0.123        1.744            0      116.782      265.371      177.497
     1316        0.108        1.756            1      117.485      264.482      176.667
     1317        0.184        1.737            1      116.923      265.187      173.514
     1318        0.178        1.798            0      119.710      263.364      179.414
     1319        0.244        1.739            0      117.447      262.656      175.912
     1320        0.181        1.754            0      117.315      264.016      177.474
     1321        0.134        1.763            0      118.288      265.334      178.740
     1322        0.105        1.764            1      117.950      253.481      176.376
     1323        0.136        1.772            0      118.725      268.496      176.749
     1324        0.194        1.804            1      120.129      269.510      182.055
     1325        0.085        1.727            0      117.488      264.620      174.934
     1326        0.151        1.781            0      118.974      267.098      180.731
     1327        0.137        1.725            1      116.650      261.919      174.739
     1328        0.231        1.764            0      118.472      267.861      177.295
     1329        0.200        1.761            0      118.019      265.682      178.174
     1330        0.149        1.748            0      117.140      263.987      177.046
     1331        0.123        1.736            1      117.380      266.081      172.350
     1332        0.215        1.807            0      119.920      269.427      182.103
     1333        0.174        1.788            0      119.156      267.924      180.423
     1334        0.209        1.781            1      117.884      267.038      178.903
     1335        0.235        1.820            0      120.076      270.090      187.085
     1336        0.193        1.814            0      119.758      268.942      181.458
     1337        0.144        1.771            0      118.227      266.650      177.117
     1338        0.330        1.798            1      120.082      270.355      180.943
     1339        0.080        1.731            0      117.101      265.234      173.663
     1340        0.339        1.748            0      118.041      265.616      177.384
     1341        0.162        1.738            0      117.899      266.346      176.258
     1342        0.178        1.782            0      118.615      267.734      180.390
     1343        0.275        1.794            0      118.956      268.229      181.047
     1344        0.122        1.791            1      118.951      230.411      178.450
     1345        0.173        1.799            1      119.167      241.612      181.713
     1346        0.171        1.806            0      119.177      231.608      180.499
     1347        0.124        1.770            0      118.456      241.473      175.770
     1348        0.160        1.800            0      119.555      236.451      181.276
     1349        0.089        1.726            1      116.961      258.828      174.024
     1350        0.164        1.724            0      116.819      264.072      173.057
     1351        0.099        1.741            0      117.177      264.543      174.569
     1352        0.141        1.752            1      117.806      266.507      177.981
     1353        0.200        1.726            1      118.070      264.818      173.191
     1354        0.150        1.746            0      117.630      264.784      176.427
     1355        0.153        1.745            0      118.077      266.737      174.545
     1356        0.104        1.756            0      118.079      265.389      177.180
     1357        0.131        1.766            1      117.984      264.871      179.099
     1358        0.209        1.733            1      116.619      263.245      175.080
     1359        0.145        1.778            1      118.371      266.830      176.055
     1360        0.183        1.766            0      119.501      269.491      178.114
     1361        0.149        1.784            1      119.174      266.477      180.644
     1362        0.129        1.727            1      117.406      264.889      173.255
     1363        0.178        1.744            1      117.264      263.878      174.928
     1364        0.232        1.794            1      119.110      267.568      179.196
     1365        0.189        1.762            1      118.430      265.482      177.732
     1366        0.167        1.803            0      119.350      269.626      182.237
     1367        0.117        1.738            0      117.733      265.721      176.012
     1368        0.217        1.755            0      117.722      265.689      178.479
     1369        0.256        1.746            1      117.232      264.255      178.386
     1370        0.239        1.754            0      118.346      265.164      178.588
     1371        0.132        1.752            1      118.148      265.211      174.681
     1372        0.236        1.770            1      118.783      267.625      178.012
     1373        0.150        1.769            1      118.373      266.364      176.529
     1374        0.158        1.771            1      117.977      265.595      178.929
     1375        0.087        1.760            0      118.649      265.879      175.053
     1376        0.130        1.765            1      118.319      267.216      178.377
     1377        0.097        1.750            1      117.450      264.658      175.766
     1378        0.151        1.749            1      116.948      263.189      176.137
     1379        0.094        1.741            1      117.382      265.092      174.466
     1380        0.071        1.746            1      117.688      265.204      174.902
     1381        0.115        1.735            0      117.235      250.784      174.049
     1382        0.105        1.707            1      116.127      248.183      173.252
     1383        0.166        1.798            0      119.557      268.563      181.696
     1384        0.221        1.750            0      117.889      245.959      174.092
     1385        0.138        1.796            1      119.599      262.244      180.787
     1386        0.282        1.787            0      119.045      268.372      180.537
     1387        0.175        1.728            1      117.004      265.005      173.565
     1388        0.184        1.774            1      118.290      266.157      179.096
     1389        0.120        1.785            0      119.158      268.021      177.511
     1390        0.141        1.779            1      118.706      267.882      178.551
     1391        0.209        1.760            1      117.347      264.810      178.367
     1392        0.148        1.777            1      119.281      268.227      178.021
     1393        0.145        1.769            1      118.583      267.233      178.778
     1394        0.142        1.760            1      118.200      266.493      177.764
     1395        0.216        1.792            0      119.347      269.379      180.483
     1396        0.184        1.807            0      120.075      269.230      182.692
     1397        0.124        1.748            0      117.899      266.259      174.005
     1398        0.181        1.794            1      120.696      271.401      177.441
     1399        0.336        1.842            1      120.774      271.676      184.012
     1400        0.184        1.792            0      118.736      266.673      182.413
     1401        0.069        1.721            1      116.914      264.478      175.204
     1402        0.110        1.753            1      117.910      266.753      175.494
     1403        0.158        1.770            1      119.049      269.429      176.566
     1404        0.119        1.748            1      118.772      266.745      175.059
     1405        0.223        1.810            1      119.687      268.743      183.283
     1406        0.207        1.771            1      118.884      267.333      179.126
     1407        0.129        1.744            0      117.622      266.473      176.431
     1408        0.115        1.756            1      118.520      268.219      172.672
     1409        0.159        1.755            0      118.507      267.159      178.082
     1410        0.136        1.763            1      118.435      266.684      177.390
     1411        0.149        1.767            1      119.171      268.348      176.701
     1412        0.090        1.724            1      116.529      263.139      173.564
     1413        0.262        1.763            0      119.036      267.018      178.008
     1414        0.104        1.768            1      118.871      267.962      174.784
     1415        0.128        1.743            0      118.012      267.979      177.127
     1416        0.151        1.744            1      117.423      264.792      172.849
     1417        0.136        1.768            0      118.850      267.875      179.310
     1418        0.234        1.798            0      119.713      269.815      180.168
     1419        0.175        1.801            1      120.324      269.669      182.463
     1420        0.189        1.796            1      119.302      267.694      181.734
     1421        0.241        1.733            0      117.755      266.117      171.930
     1422        0.147        1.780            1      119.135      267.834      178.754
     1423        0.135        1.757            0      117.864      264.252      179.041
     1424        0.181        1.748            0      118.291      266.388      176.564
     1425        0.127        1.780            1      119.258      269.846      179.191
     1426        0.309        1.748            0      118.398      265.742      176.601
     1427        0.143        1.795            1      119.791      269.778      178.014
     1428        0.106        1.771            1      118.684      266.684      175.994
     1429        0.123        1.773            1      119.020      267.858      177.326
     1430        0.093        1.734            1      116.714      262.955      174.428
     1431        0.134        1.778            0      118.758      267.182      178.928
     1432        0.161        1.797            0      119.368      268.901      180.750
     1433        0.122        1.774            0      118.759      268.378      178.774
     1434        0.214        1.842            1      121.272      271.771      182.716
     1435        0.199        1.821            0      120.474      269.639      183.367
     1436        0.211        1.756            1      118.803      267.456      174.567
     1437        0.099        1.740            1      116.937      264.718      172.483
     1438        0.054        1.731            0      117.109      264.626      173.353
     1439        0.143        1.771            1      118.823      267.590      178.001
     1440        0.146        1.782            0      119.487      268.781      181.944
     1441        0.371        1.793            0      119.521      270.294      183.146
     1442        0.187        1.775            0      119.558      269.957      177.281
     1443        0.103        1.744            0      117.662      265.777      175.562
     1444        0.108        1.752            0      118.373      267.990      173.716
     1445        0.128        1.767            0      118.602      266.826      177.874
     1446        0.245        1.764            0      119.211      268.881      176.244
     1447        0.118        1.736            1      117.852      266.343      170.954
     1448        0.280        1.740            1      117.635      264.924      177.128
     1449        0.201        1.800            0      119.744      269.510      181.864
     1450        0.159        1.765            0      118.445      266.412      175.989
     1451        0.120        1.744            1      116.570      262.893      174.579
     1452        0.167        1.785            0      118.556      266.445      182.360
     1453        0.114        1.771            1      118.246      266.839      177.617
     1454        0.136        1.786            0      119.707      268.228      179.935
     1455        0.062        1.730            0      116.896      263.033      172.998
     1456        0.100        1.758            1      118.083      266.225      176.580
     1457        0.135        1.762            0      117.974      265.382      176.024
     1458        0.197        1.752            1      117.265      266.814      173.078
     1459        0.242        1.828            0      120.414      270.473      184.033
     1460        0.084        1.742            1      117.672      265.392      171.176
     1461        0.103        1.745            1      117.050      263.927      177.323
     1462        0.111        1.745            1      118.103      267.566      175.739
     1463        0.097        1.748            1      117.605      266.242      172.238
     1464        0.135        1.769            0      118.231      265.391      177.842
     1465        0.101        1.760            1      118.010      265.890      174.930
     1466        0.146        1.767            0      117.886      265.115      176.985
     1467        0.069        1.751            1      118.079      264.944      174.470
     1468        0.103        1.745            1      117.741      264.616      176.114
     1469        0.110        1.769            1      118.843      268.247      176.515
     1470        0.103        1.761            1      118.476      265.552      176.374
     1471        0.167        1.720            1      117.256      265.823      172.494
     1472        0.128        1.789            1      119.233      268.427      180.615
     1473        0.129        1.727            1      115.636      262.063      172.892
     1474        0.136        1.766            1      117.953      264.921      180.134
     1475        0.229        1.716            0      116.307      263.511      172.188
     1476        0.119        1.742            0      117.109      265.219      173.935
     1477        0.145        1.798            0      119.923      270.169      179.746
     1478        0.150        1.757            1      117.433      265.336      176.981
     1479        0.177        1.711            1      116.142      263.428      172.934
     1480        0.086        1.727            1      116.998      264.969      175.141
     1481        0.146        1.776            0      118.000      265.951      179.201
     1482        0.169        1.794            0      119.349      269.316      179.593
     1483        0.129        1.773            1      118.570      266.658      176.331
     1484        0.212        1.776            0      118.269      266.728      177.689
     1485        0.131        1.780            0      119.076      266.766      177.809
     1486        0.129        1.772            0      118.052      266.510      178.012
     1487        0.151        1.791            1      119.012      267.519      180.551
     1488        0.239        1.751            0      118.238      265.918      177.683
     1489        0.364        1.776            0      119.054      267.871      178.581
     1490        0.099        1.768            0      118.790      266.693      177.538
     1491        0.125        1.771            1      118.328      265.947      177.463
     1492        0.269        1.807            0      118.982      267.682      182.118
     1493        0.131        1.776            1      118.893      267.413      178.790
     1494        0.080        1.731            1      116.114      262.659      175.059
     1495        0.155        1.788            1      118.987      266.996      181.270
     1496        0.280        1.756            0      118.672      268.001      177.349
     1497        0.187        1.798            1      118.569      265.831      181.880
     1498        0.113        1.748            0      117.459      264.551      176.779
     1499        0.246        1.747            1      118.812      269.194      174.926
     1500        0.112        1.755            0      117.941      266.266      177.358
     1501        0.294        1.785            1      119.593      270.377      177.558
     1502        0.395        1.736            0      118.014      268.247      176.708
     1503        0.128        1.746            1      117.836      266.242      175.692
     1504        0.391        1.788            0      119.390      268.706      178.945
     1505        0.116        1.741            1      117.824      265.292      173.217
     1506        0.134        1.787            0      119.495      269.871      180.266
     1507        0.187        1.793            1      119.070      267.869      181.788
     1508        0.227        1.829            1      121.141      270.601      184.807
     1509        0.133        1.767            0      118.147      265.750      176.720
     1510        0.184        1.817            0      120.817      271.152      183.540
     1511        0.163        1.798            0      119.952      268.157      181.863
     1512        0.195        1.755            0      118.603      266.535      172.533
     1513        0.107        1.750            1      118.651      269.162      175.855
     1514        0.124        1.733            1      117.442      265.292      173.442
     1515        0.087        1.743            1      117.783      266.148      174.329
     1516        0.403        1.726            0      117.804      266.193      172.717
     1517        0.126        1.741            0      117.903      266.702      175.384
     1518        0.405        1.776            0      120.046      270.275      178.712
     1519        0.077        1.743            0      117.592      265.545      175.785
     1520        0.115        1.759            0      118.469      266.059      175.323
     1521        0.310        1.716            0      116.555      263.541      171.925
     1522        0.122        1.778            1      119.247      268.439      179.555
     1523        0.238        1.806            0      120.322      271.474      183.653
     1524        0.220        1.769            1      119.286      269.841      176.092
     1525        0.096        1.716            1      116.394      263.273      173.798
     1526        0.129        1.759            1      118.212      265.909      175.053
     1527        0.067        1.739            1      117.262      263.531      175.560
     1528        0.099        1.761            0      118.159      267.039      178.451
     1529        0.179        1.742            1      117.972      266.095      174.773
     1530        0.209        1.724            0      117.941      265.900      171.646
     1531        0.119        1.737            1      118.293      266.622      174.219
     1532        0.162        1.790            1      119.322      270.494      180.309
     1533        0.221        1.810            0      120.914      271.109      179.002
     1534        0.059        1.721            1      116.599      262.570      174.301
     1535        0.285        1.776            0      119.184      249.477      177.742
     1536        0.113        1.744            1      117.030      246.648      175.444
     1537        0.153        1.743            0      116.808      243.748      172.955
     1538        0.128        1.771            1      118.350      264.020      177.327
     1539        0.147        1.733            1      116.809      244.380      175.632
     1540        0.103        1.750            1      117.767      264.899      176.056
     1541        0.176        1.789            1      119.484      268.216      180.303
     1542        0.255        1.746            0      118.234      265.628      173.217
     1543        0.153        1.772            1      118.843      266.980      180.661
     1544        0.151        1.747            1      117.795      264.812      177.519
     1545        0.302        1.821            1      120.025      269.728      181.887
     1546        0.109        1.740            1      117.854      266.327      176.151
     1547        0.183        1.754            0      118.298      265.351      176.150
     1548        0.112        1.771            1      119.346      269.121      177.652
     1549        0.165        1.772            1      119.441      270.678      176.774
     1550        0.120        1.734            1      117.109      264.713      174.520
     1551        0.181        1.791            1      119.263      267.570      179.375
     1552        0.138        1.762            1      117.727      266.353      178.375
     1553        0.217        1.724            0      117.027      265.070      171.447
     1554        0.101        1.741            1      117.710      265.066      175.805
     1555        0.119        1.740            1      116.335      263.348      174.746
     1556        0.198        1.767            0      118.418      266.671      177.226
     1557        0.054        1.710            1      116.259      261.647      172.979
     1558        0.198        1.770            1      118.343      266.435      179.578
     1559        0.131        1.782            1      118.725      226.851      177.849
     1560        0.188        1.768            0      118.061      217.930      178.039
     1561        0.129        1.759            0      117.702      195.303      175.814
     1562        0.150        1.783            0      119.000      172.186      176.715
     1563        0.156        1.732            1      116.798      263.245      173.220
     1564        0.131        1.718            1      116.306      255.942      173.213
     1565        0.133        1.773            1      118.325      266.601      177.274
     1566        0.100        1.729            1      116.639      264.462      173.296
     1567        0.159        1.820            0      120.621      270.179      180.798
     1568        0.210        1.773            1      117.656      263.911      178.627
     1569        0.144        1.767            0      117.534      264.681      177.873
     1570        0.095        1.722            1      116.266      261.160      173.271
     1571        0.218        1.754            0      118.062      245.975      175.354
     1572        0.353        1.751            0      117.454      250.664      178.197
     1573        0.181        1.795            0      119.557      259.903      181.509
     1574        0.144        1.774            0      118.264      239.172      177.362
     1575        0.126        1.758            1      118.397      258.712      176.850
     1576        0.134        1.778            1      118.641      231.511      176.833
     1577        0.178        1.754            0      118.350      231.737      174.096
     1578        0.091        1.754            1      118.244      221.297      176.381
     1579        0.192        1.707            0      116.347      233.818      171.507
     1580        0.125        1.775            0      118.968      237.937      177.019
     1581        0.099        1.746            1      117.922      257.490      173.594
     1582        0.193        1.787            1      120.249      259.945      180.172
     1583        0.150        1.768            1      118.694      267.056      178.204
     1584        0.117        1.772            1      118.971      267.478      176.312
     1585        0.116        1.765            1      118.642      267.448      176.152
     1586        0.122        1.742            0      117.491      264.159      172.400
     1587        0.129        1.783            1      119.838      269.921      177.936
     1588        0.136        1.773            0      118.521      266.268      177.752
     1589        0.174        1.798            0      119.374      269.831      180.673
     1590        0.236        1.741            0      117.641      265.035      174.611
     1591        0.095        1.721            1      116.443      263.793      172.620
     1592        0.179        1.784            1      119.378      268.154      179.146
     1593        0.159        1.764            1      118.930      267.686      174.988
     1594        0.131        1.772            0      118.977      267.885      176.572
     1595        0.246        1.750            0      119.375      268.792      176.001
     1596        0.117        1.737            1      117.226      264.030      175.245
     1597        0.176        1.805            0      119.777      269.650      184.223
     1598        0.141        1.782            1      119.110      268.978      180.929
     1599        0.210        1.789            0      119.379      269.072      180.127
     1600        0.143        1.698            0      115.437      260.839      171.386
     1601        0.723        1.754            0      117.797      266.327      176.196
     1602        0.652        1.748            0      117.806      265.387      176.876
     1603        0.712        1.759            1      118.042      266.236      177.938
     1604        0.723        1.758            1      117.848      265.817      176.995
     1605        0.622        1.742            1      117.091      263.923      174.278
     1606        0.643        1.769            1      117.467      264.732      178.560
     1607        0.688        1.751            1      117.116      264.602      174.634
     1608        0.652        1.759            1      118.088      266.492      174.577
     1609        0.736        1.775            1      118.286      267.256      177.882
     1610        0.717        1.783            1      118.482      266.439      180.804
     1611        0.665        1.814            1      120.052      270.158      181.874
     1612        0.647        1.769            0      118.406      267.918      178.067
     1613        0.491        1.774            1      119.183      268.425      177.468
     1614        0.648        1.773            1      118.325      266.843      180.792
     1615        0.694        1.839            0      120.469      270.312      186.906
     1616        0.603        1.774            0      119.283      267.167      177.036
     1617        0.664        1.777            1      118.842      242.753      179.419
     1618        0.686        1.747            1      116.866      264.102      176.888
     1619        0.719        1.753            1      117.785      265.589      178.166
     1620        0.696        1.746            1      117.388      264.602      175.018
     1621        0.654        1.766            0      118.392      267.265      178.464
     1622        0.701        1.765            0      118.310      264.992      176.345
     1623        0.677        1.756            1      117.605      265.729      175.234
     1624        0.671        1.762            0      118.110      265.652      176.045
     1625        0.724        1.695            1      114.371      260.940      170.945
     1626        0.682        1.773            1      118.187      267.127      175.828
     1627        0.613        1.735            0      117.146      264.752      174.394
     1628        0.718        1.809            0      120.384      270.470      181.053
     1629        0.678        1.792            1      118.696      266.468      178.847
     1630        0.684        1.759            1      117.854      263.531      175.187
     1631        0.604        1.739            1      116.555      232.008      175.843
     1632        0.662        1.757            0      118.180      229.946      178.126
     1633        0.762        1.851            0      120.719      224.388      187.079
     1634        0.698        1.765            0      118.673      254.016      179.175
     1635        0.641        1.808            0      120.472      261.253      182.536
     1636        0.663        1.709            1      116.157      258.340      174.284
     1637        0.708        1.759            0      118.395      258.949      177.239
     1638        0.672        1.764            1      118.614      262.740      179.081
     1639        0.668        1.758            0      118.870      267.907      175.113
     1640        0.688        1.759            1      118.190      247.577      177.841
     1641        0.706        1.794            1      120.236      227.558      179.483
     1642        0.615        1.790            1      120.211      219.322      182.066
     1643        0.684        1.717            1      116.436      221.381      171.112
     1644        0.648        1.730            1      116.632      227.217      174.202
     1645        0.645        1.771            1      118.456      210.036      180.583
     1646        0.715        1.751            1      117.940      214.783      176.051
     1647        0.695        1.751            1      118.201      213.863      175.401
     1648        0.599        1.757            0      118.505      221.528      175.995
     1649        0.569        1.776            1      118.441      210.242      176.906
     1650        0.705        1.743            1      117.338      217.869      173.036
     1651        0.703        1.793            0      119.820      232.922      179.684
     1652        0.725        1.781            0      119.345      196.666      179.226
     1653        0.662        1.743            1      118.037      225.878      177.715
     1654        0.630        1.734            1      117.923      226.677      173.050
     1655        0.692        1.731            1      117.313      236.730      172.992
     1656        0.592        1.778            0      118.820      247.003      178.017
     1657        0.717        1.788            1      119.706      234.876      180.334
     1658        0.625        1.742            0      117.426      204.637      173.178
     1659        0.634        1.764            1      118.819      204.753      176.035
     1660        0.630        1.754            0      118.438      253.248      175.540
     1661        0.671        1.838            0      120.864      232.517      183.816
     1662        0.593        1.773            1      118.833      217.392      173.831
     1663        0.664        1.797            1      119.809      221.874      180.164
     1664        0.639        1.791            0      119.638      240.365      180.239
     1665        0.610        1.754            0      118.105      235.056      172.741
     1666        0.540        1.741            0      118.104      214.824      176.978
     1667        0.729        1.760            0      118.358      214.122      177.018
     1668        0.705        1.775            1      119.012      223.171      177.143
     1669        0.626        1.727            1      116.424      208.304      176.086
     1670        0.653        1.764            1      118.468      222.166      176.488
     1671        0.666        1.725            1      116.825      252.492      175.422
     1672        0.595        1.780            1      119.056      250.575      177.322
     1673        0.700        1.805            1      119.604      262.514      182.200
     1674        0.658        1.771            1      118.189      266.756      178.812
     1675        0.682        1.791            0      120.006      268.622      179.410
     1676        0.635        1.773            0      118.858      249.811      179.964
     1677        0.684        1.904            0      120.270      249.096      196.050
     1678        0.732        1.925            0      121.703      222.211      195.090
     1679        0.659        1.926            0      121.794      205.752      196.887
     1680        0.695        1.910            0      120.283      227.949      195.176
     1681        0.736        1.963            0      122.826      232.669      196.580
     1682        0.607        1.787            1      118.973      266.778      180.263
     1683        0.695        1.759            0      118.243      264.857      177.034
     1684        0.605        1.722            1      116.095      260.142      173.900
     1685        0.680        1.763            1      117.805      260.819      176.699
     1686        0.679        1.770            1      117.868      211.239      178.087
     1687        0.525        1.811            0      120.633      238.185      179.626
     1688        0.545        1.775            1      118.370      232.480      177.734
     1689        0.636        1.770            1      117.960      236.635      179.353
     1690        0.689        1.734            1      117.116      247.204      174.304
     1691        0.613        1.825            1      120.790      195.853      182.438
     1692        0.694        1.796            1      120.014      181.010      179.066
     1693        0.715        1.771            1      118.495      170.535      180.068
     1694        0.642        1.778            1      118.350      170.836      177.763
     1695        0.573        1.753            0      117.711      166.873      174.212
     1696        0.665        1.761            0      117.753      163.741      177.177
     1697        0.711        1.768            0      118.392      173.253      179.322
     1698        0.499        1.786            0      118.904      173.715      181.546
     1699        0.714        1.751            1      117.759      154.884      176.558
     1700        0.659        1.756            1      116.657      150.517      176.573
     1701        0.711        1.755            1      117.725      169.678      177.138
     1702        0.744        1.765            1      117.975      170.358      176.576
     1703        0.701        1.721            1      115.824      155.132      172.938
     1704        0.644        1.742            1      116.531      151.881      175.138
     1705        0.603        1.800            1      119.062      167.366      178.788
     1706        0.667        1.803            1      119.188      185.302      181.641
     1707        0.593        1.765            1      117.995      180.554      176.219
     1708        0.607        1.778            0      119.100      179.009      177.836
     1709        0.722        1.780            0      118.748      193.969      179.104
     1710        0.684        1.734            1      116.604      178.876      174.786
     1711        0.674        1.788            1      118.787      185.867      178.238
     1712        0.624        1.802            0      119.401      176.514      181.385
     1713        0.537        1.782            1      118.666      175.593      179.574
     1714        0.696        1.731            1      116.501      163.902      174.229
     1715        0.660        1.774            0      119.077      188.263      177.942
     1716        0.711        1.728            0      116.799      181.495      171.187
     1717        0.682        1.739            1      117.091      172.225      174.074
     1718        0.681        1.755            0      118.381      182.609      177.351
     1719        0.694        1.775            1      118.798      180.145      176.759
     1720        0.720        1.785            0      119.544      189.395      179.545
     1721        0.614        1.804            1      119.155      180.231      178.787
     1722        0.618        1.768            1      117.855      190.780      179.838
     1723        0.682        1.762            1      117.886      246.671      176.711
     1724        0.712        1.821            0      120.327      250.358      181.502
     1725        0.612        1.753            0      117.486      265.586      176.091
     1726        0.667        1.781            1      118.109      266.155      180.134
     1727        0.626        1.727            1      116.257      263.316      175.721
     1728        0.707        1.735            0      117.467      264.825      174.924
     1729        0.728        1.777            1      118.514      268.409      180.585
     1730        0.655        1.734            1      117.371      265.002      175.773
     1731        0.729        1.730            1      116.475      263.988      170.578
     1732        0.702        1.778            0      118.232      267.405      178.636
     1733        0.720        1.786            0      119.256      269.227      179.452
     1734        0.638        1.746            0      118.180      265.461      174.603
     1735        0.524        1.777            1      119.067      267.784      179.117
     1736        0.657        1.749            1      117.798      264.307      176.376
     1737        0.684        1.814            0      120.561      271.005      182.185
     1738        0.601        1.771            0      119.646      262.583      177.096
